place,other,relation,source
ir-helali,ir-bagh-e-zahra,adjacent,osm
ir-bisim,ir-bagh-e-zahra,adjacent,osm
ir-bazar-3,ir-r9401219,adjacent,osm
ir-bazar-3,ir-r8842975,adjacent,osm
ir-r8842975,ir-r9401219,adjacent,osm
ir-salem-abad,ir-boyer-ahmad,adjacent,osm
ir-salem-abad,ir-cheshmeh-nabati,adjacent,osm
ir-salem-abad,ir-masoom-abad-2,adjacent,osm
ir-cheshmeh-nabati,ir-boyer-ahmad,adjacent,osm
ir-cheshmeh-nabati,ir-golestan-2,adjacent,osm
ir-cheshmeh-nabati,ir-bazar-4,adjacent,osm
ir-cheshmeh-nabati,ir-masoom-abad-2,adjacent,osm
ir-cheshmeh-nabati,ir-r9403775,adjacent,osm
ir-masoom-abad-2,ir-boyer-ahmad,adjacent,osm
ir-masoom-abad-2,ir-mahmood-abad-sofla,adjacent,osm
ir-masoom-abad-2,ir-bazar-4,adjacent,osm
ir-masoom-abad-2,ir-r9403775,adjacent,osm
ir-zirtol,ir-kooye-daneshgah,adjacent,osm
ir-zirtol,ir-emamat,adjacent,osm
ir-golestan-2,ir-boyer-ahmad,adjacent,osm
ir-golestan-2,ir-kooye-daneshgah,adjacent,osm
ir-golestan-2,ir-emamat,adjacent,osm
ir-golestan-2,ir-bazar-4,adjacent,osm
ir-golestan-2,ir-shahed-3,adjacent,osm
ir-r9403775,ir-bazar-4,adjacent,osm
ir-r9403775,ir-shohada-4,adjacent,osm
ir-r9403775,ir-bensenjan,adjacent,osm
ir-shohada-4,ir-bazar-4,adjacent,osm
ir-shohada-4,ir-moallem,adjacent,osm
ir-shohada-4,ir-shahed-3,adjacent,osm
ir-shohada-4,ir-kooye-karmandan,adjacent,osm
ir-shohada-4,ir-bensenjan,adjacent,osm
ir-moallem,ir-bazar-4,adjacent,osm
ir-moallem,ir-shahed-3,adjacent,osm
ir-safire-omid-town,ir-w682047549,adjacent,osm
ir-safire-omid-town,ir-manzariyeh,adjacent,osm
ir-safire-omid-town-2,ir-w682047549,adjacent,osm
ir-safire-omid-town-2,ir-manzariyeh,adjacent,osm
ir-kooye-bonyad-shahid,ir-kooye-karmandan,adjacent,osm
ir-kooye-bonyad-shahid,ir-dowlat-abad,adjacent,osm
ir-kooye-bonyad-shahid,ir-sharaf-abad-vosta,adjacent,osm
ir-kooye-bonyad-shahid,ir-bensenjan,adjacent,osm
ir-sharaf-abad-sofla,ir-shahrak-emam-ali,adjacent,osm
ir-sharaf-abad-sofla,ir-dowlat-abad,adjacent,osm
ir-sharaf-abad-sofla,ir-sharaf-abad-olya,adjacent,osm
ir-sharaf-abad-sofla,ir-sharaf-abad-vosta,adjacent,osm
ir-shahrak-milad,ir-sharaf-abad-olya,adjacent,osm
ir-shahrak-milad,ir-sharaf-abad-vosta,adjacent,osm
ir-sharaf-abad-olya,ir-dowlat-abad,adjacent,osm
ir-sharaf-abad-olya,ir-shahrak-jooshkaran,adjacent,osm
ir-sharaf-abad-olya,ir-sharaf-abad-vosta,adjacent,osm
ir-kooye-karmandan,ir-emamat,adjacent,osm
ir-kooye-karmandan,ir-shahrak-emam-hossein-3,adjacent,osm
ir-kooye-karmandan,ir-shahrak-jahad,adjacent,osm
ir-kooye-karmandan,ir-shahed-3,adjacent,osm
ir-kooye-karmandan,ir-dowlat-abad,adjacent,osm
ir-kooye-karmandan,ir-bensenjan,adjacent,osm
ir-bensenjan,ir-shahed-3,adjacent,osm
ir-roshdiyeh,ir-vali-ye-amr,adjacent,osm
ir-w682047549,ir-w1475309196,adjacent,osm
ir-w682047549,ir-r20190565,adjacent,osm
ir-w682047549,ir-manzariyeh,adjacent,osm
ir-golshahr,ir-ferdows,adjacent,osm
ir-golshahr,ir-yaghchiyan,adjacent,osm
ir-golshahr,ir-r20190677,adjacent,osm
ir-golshahr,ir-w1475316313,adjacent,osm
ir-golshahr,ir-parvaz,adjacent,osm
ir-ferdows,ir-yaghchiyan,adjacent,osm
ir-yaghchiyan,ir-parvaz,adjacent,osm
ir-andisheh-town-3,ir-r9465972,adjacent,osm
ir-andisheh-town-3,ir-ravasan,adjacent,osm
ir-ravasan,ir-r9465972,adjacent,osm
ir-r9986480,ir-r9497206,adjacent,osm
ir-r9986480,ir-r9497207,adjacent,osm
ir-r9986480,ir-r9497210,adjacent,osm
ir-r9986480,ir-r9497211,adjacent,osm
ir-r9986480,ir-r9497209,adjacent,osm
ir-r9497216,ir-r9500020,adjacent,osm
ir-r9497216,ir-r9497208,adjacent,osm
ir-r9497216,ir-r9497217,adjacent,osm
ir-r9497216,ir-r9497218,adjacent,osm
ir-r9497218,ir-r9497208,adjacent,osm
ir-r9497218,ir-r9497210,adjacent,osm
ir-r9497218,ir-r9497217,adjacent,osm
ir-r9497218,ir-r9497212,adjacent,osm
ir-r9497218,ir-r9497213,adjacent,osm
ir-r9497217,ir-r9500020,adjacent,osm
ir-r9497217,ir-r9497219,adjacent,osm
ir-r9497217,ir-r9497213,adjacent,osm
ir-r9497213,ir-r9497219,adjacent,osm
ir-r9497213,ir-r9497212,adjacent,osm
ir-r9497213,ir-r9497209,adjacent,osm
ir-r9497213,ir-r9497220,adjacent,osm
ir-r9497213,ir-r9497214,adjacent,osm
ir-r9497213,ir-r9497221,adjacent,osm
ir-r9497209,ir-r9497210,adjacent,osm
ir-r9497209,ir-r9497211,adjacent,osm
ir-r9497209,ir-r9497212,adjacent,osm
ir-r9497209,ir-r9497221,adjacent,osm
ir-r9497211,ir-r9497210,adjacent,osm
ir-r9497211,ir-r9497212,adjacent,osm
ir-r9497212,ir-r9497208,adjacent,osm
ir-r9497212,ir-r9497210,adjacent,osm
ir-r9497221,ir-r9497214,adjacent,osm
ir-r9497221,ir-r9497223,adjacent,osm
ir-r9497214,ir-r9497220,adjacent,osm
ir-r9497214,ir-r9497224,adjacent,osm
ir-r9497214,ir-r9497225,adjacent,osm
ir-r9497214,ir-r9497215,adjacent,osm
ir-r9497214,ir-r9497223,adjacent,osm
ir-r9497215,ir-r9497225,adjacent,osm
ir-r9497215,ir-r9497230,adjacent,osm
ir-r9497215,ir-r9497223,adjacent,osm
ir-r9497215,ir-r9497222,adjacent,osm
ir-r9497223,ir-r9497222,adjacent,osm
ir-r9497220,ir-r9497227,adjacent,osm
ir-r9497220,ir-r9497219,adjacent,osm
ir-r9497220,ir-r9497228,adjacent,osm
ir-r9497220,ir-r9497224,adjacent,osm
ir-r9497210,ir-r9497207,adjacent,osm
ir-r9497210,ir-r9497208,adjacent,osm
ir-r9497225,ir-r9497228,adjacent,osm
ir-r9497225,ir-r9497229,adjacent,osm
ir-r9497225,ir-r9497224,adjacent,osm
ir-r9497225,ir-r9497231,adjacent,osm
ir-r9497225,ir-r9497230,adjacent,osm
ir-r9497225,ir-r9497222,adjacent,osm
ir-r9497208,ir-r9497226,adjacent,osm
ir-r9497208,ir-r9497207,adjacent,osm
ir-r9497208,ir-r9500020,adjacent,osm
ir-r9497206,ir-r9497226,adjacent,osm
ir-r9497206,ir-r9497207,adjacent,osm
ir-r9497207,ir-r9497226,adjacent,osm
ir-r9497219,ir-r9500020,adjacent,osm
ir-r9497219,ir-r9497227,adjacent,osm
ir-r9497226,ir-r9500020,adjacent,osm
ir-r9500020,ir-r9497227,adjacent,osm
ir-r9497224,ir-r9497228,adjacent,osm
ir-r9497224,ir-r9497229,adjacent,osm
ir-r9497228,ir-r9497227,adjacent,osm
ir-r9497228,ir-r9497232,adjacent,osm
ir-r9497228,ir-r9497229,adjacent,osm
ir-r9497230,ir-r9497229,adjacent,osm
ir-r9497230,ir-r9497231,adjacent,osm
ir-r9497230,ir-r9497222,adjacent,osm
ir-r9497229,ir-r9497232,adjacent,osm
ir-r9497229,ir-r9497231,adjacent,osm
ir-r9497232,ir-r9497227,adjacent,osm
ir-r9497232,ir-r9497231,adjacent,osm
ir-zeynabieh-town,ir-r15589095,adjacent,osm
ir-zeynabieh-town,ir-ashtiani,adjacent,osm
ir-zeynabieh-town,ir-sorkheh-hesar,adjacent,osm
ir-r9517295,ir-farajeh,adjacent,osm
ir-farajeh,ir-r20194083,adjacent,osm
ir-esterabadi,ir-zibashahr,adjacent,osm
ir-shahrak-shahid-bahonar,ir-quarter-2-of-district-6,adjacent,osm
ir-keshavarz,ir-quarter-2-of-district-6,adjacent,osm
ir-quarter-2-of-district-6,ir-quarter-1-of-district-5,adjacent,osm
ir-district-6-3,ir-samen-district,adjacent,osm
ir-district-6-3,ir-district-5-3,adjacent,osm
ir-eyvanak,ir-zone-4,adjacent,osm
ir-eyvanak,ir-quarter-7-of-district-2,adjacent,osm
ir-eyvanak,ir-shahrak-e-ghods,adjacent,osm
ir-mehrdasht-district,ir-dehagh,adjacent,osm
ir-pir-madar,ir-yaghoobieh,adjacent,osm
ir-pir-madar,ir-abravan,adjacent,osm
ir-pir-madar,ir-bahar-abad,adjacent,osm
ir-pir-madar,ir-pir-shams-aldin,adjacent,osm
ir-pir-madar,ir-tohid,adjacent,osm
ir-yaghoobieh,ir-ebrahim-abad-2,adjacent,osm
ir-yaghoobieh,ir-abravan,adjacent,osm
ir-yaghoobieh,ir-bahar-abad,adjacent,osm
ir-yaghoobieh,ir-pir-shams-aldin,adjacent,osm
ir-tohid,ir-jome-masjed,adjacent,osm
ir-tohid,ir-zhandarmery,adjacent,osm
ir-tohid,ir-zaranas,adjacent,osm
ir-tohid,ir-naft,adjacent,osm
ir-tohid,ir-jahad-5,adjacent,osm
ir-jome-masjed,ir-pir-shams-aldin,adjacent,osm
ir-jome-masjed,ir-zhandarmery,adjacent,osm
ir-jome-masjed,ir-naft,adjacent,osm
ir-pir-shams-aldin,ir-abravan,adjacent,osm
ir-abravan,ir-ebrahim-abad-2,adjacent,osm
ir-abravan,ir-varzash,adjacent,osm
ir-mo-alem,ir-ghods,adjacent,osm
ir-mo-alem,ir-azadi-2,adjacent,osm
ir-mo-alem,ir-shariati-3,adjacent,osm
ir-varzash,ir-shariati-3,adjacent,osm
ir-varzash,ir-ebrahim-abad-2,adjacent,osm
ir-varzash,ir-chahar-rahe-emam,adjacent,osm
ir-smail-beyg,ir-shariati-3,adjacent,osm
ir-smail-beyg,ir-danesh-3,adjacent,osm
ir-smail-beyg,ir-chahar-rahe-emam,adjacent,osm
ir-smail-beyg,ir-molla-hadi,adjacent,osm
ir-smail-beyg,ir-alighapoo,adjacent,osm
ir-amini,ir-emam2,adjacent,osm
ir-chahar-rahe-emam,ir-shariati-3,adjacent,osm
ir-chahar-rahe-emam,ir-molla-hadi,adjacent,osm
ir-chahar-rahe-emam,ir-alighapoo,adjacent,osm
ir-chahar-rahe-emam,ir-ghajarieh,adjacent,osm
ir-shariati-3,ir-danesh-3,adjacent,osm
ir-mansoorieh,ir-alighapoo,adjacent,osm
ir-mansoorieh,ir-ghajarieh,adjacent,osm
ir-mansoorieh,ir-gariban,adjacent,osm
ir-mansoorieh,ir-ghiam-2,adjacent,osm
ir-mansoorieh,ir-khatam-al-nabiyin,adjacent,osm
ir-ghiam-2,ir-ghajarieh,adjacent,osm
ir-ghiam-2,ir-gariban,adjacent,osm
ir-ghiam-2,ir-khatam-al-nabiyin,adjacent,osm
ir-ghajarieh,ir-alighapoo,adjacent,osm
ir-mostaghelat,ir-koye-bahonar,adjacent,osm
ir-mive-tare-bar-ghadim,ir-15-khordad,adjacent,osm
ir-koye-sadeghiye,ir-koye-bahonar,adjacent,osm
ir-behzad-shahr,ir-zeyton-karmandi,adjacent,osm
ir-zeyton-karmandi,ir-soltanmanesh,adjacent,osm
ir-zeyton-karmandi,ir-koye-niro,adjacent,osm
ir-zeyton-karmandi,ir-koye-pirozi,adjacent,osm
ir-sa-eb-tabeizi,ir-w1475309196,adjacent,osm
ir-sa-eb-tabeizi,ir-r20190565,adjacent,osm
ir-sa-eb-tabeizi,ir-baron-avak,adjacent,osm
ir-rezvan-3,ir-karshenasan,adjacent,osm
ir-rezvan-3,ir-r20197238,adjacent,osm
ir-rezvan-3,ir-azadi-2,adjacent,osm
ir-rezvan-3,ir-hafez,adjacent,osm
ir-rezvan-3,ir-keshavarzi,adjacent,osm
ir-vali,ir-janbazan-2,adjacent,osm
ir-vali,ir-r20197276,adjacent,osm
ir-vali,ir-r20197435,adjacent,osm
ir-vali,ir-ghods,adjacent,osm
ir-vali,ir-azadi-2,adjacent,osm
ir-alighapoo,ir-molla-hadi,adjacent,osm
ir-alighapoo,ir-baghmishe,adjacent,osm
ir-alighapoo,ir-gariban,adjacent,osm
ir-bahar-abad,ir-zaranas,adjacent,osm
ir-ebrahim-abad-2,ir-ali-abad,adjacent,osm
ir-ali-abad,ir-be-sat,adjacent,osm
ir-abshahi,ir-15-khordad,adjacent,osm
ir-abshahi,ir-akbar-abad,adjacent,osm
ir-abshahi,ir-molla-faraj-alah,adjacent,osm
ir-valiasr-2,ir-samadzadeh,adjacent,osm
ir-manazele-karoon,ir-kooye-fatemieh,adjacent,osm
ir-manazele-karoon,ir-naderi-2,adjacent,osm
ir-kooye-fatemieh,ir-naderi-2,adjacent,osm
ir-neyeb-ahmad,ir-chamran-2,adjacent,osm
ir-soltanmanesh,ir-zeytoon-kargari,adjacent,osm
ir-soltanmanesh,ir-koye-niro,adjacent,osm
ir-zeytoon-kargari,ir-sekheyriye,adjacent,osm
ir-zeytoon-kargari,ir-asyabad,adjacent,osm
ir-lasheidan-motlagh,ir-haji-abad-4,adjacent,osm
ir-lasheidan-motlagh,ir-lasheidan-hokumati,adjacent,osm
ir-lasheidan-motlagh,ir-sha-dehsar,adjacent,osm
ir-nakh-jir-kalaye,ir-bijarbane,adjacent,osm
ir-manzariyeh,ir-w1475309196,adjacent,osm
ir-manzariyeh,ir-r20190565,adjacent,osm
ir-akbar-abad,ir-molla-faraj-alah,adjacent,osm
ir-akbar-abad,ir-makate-emam,adjacent,osm
ir-akbar-abad,ir-r20193519,adjacent,osm
ir-manazel-sepah,ir-kiyanshahr,adjacent,osm
ir-bijarbane,ir-sha-dehsar,adjacent,osm
ir-seyd-khalaf,ir-kiyanpars,adjacent,osm
ir-mojahed-2,ir-pardis-3,adjacent,osm
ir-naderi-2,ir-khiabane-zande-vakili,adjacent,osm
ir-faze-do-padadshahr,ir-faza-5-padad,adjacent,osm
ir-faze-do-padadshahr,ir-behesht-abad,adjacent,osm
ir-faze-do-padadshahr,ir-faze-yek-padadshahr,adjacent,osm
ir-koye-bahonar,ir-koye-isar,adjacent,osm
ir-rahim-abad,ir-zangi,adjacent,osm
ir-rahim-abad,ir-nasr-abad-2,adjacent,osm
ir-rahim-abad,ir-r20216356,adjacent,osm
ir-rahim-abad,ir-r20216351,adjacent,osm
ir-farhangian,ir-zhandarmery,adjacent,osm
ir-farhangian,ir-naft,adjacent,osm
ir-farhangian,ir-jahad-5,adjacent,osm
ir-zhandarmery,ir-naft,adjacent,osm
ir-naft,ir-zaranas,adjacent,osm
ir-naft,ir-jahad-5,adjacent,osm
ir-ashkan,ir-khatib,adjacent,osm
ir-ashkan,ir-shanb-e-ghazan,adjacent,osm
ir-khatib,ir-shanb-e-ghazan,adjacent,osm
ir-tustan,ir-bazkia-gurab,adjacent,osm
ir-tustan,ir-lasheidan-hokumati,adjacent,osm
ir-zibashahr,ir-kuye-mehregan,adjacent,osm
ir-nayband-shomali,ir-nayband-jonoobi,adjacent,osm
ir-nayband-shomali,ir-azadegan-5,adjacent,osm
ir-nayband-shomali,ir-ziba-shahr-2,adjacent,osm
ir-nayband-shomali,ir-azad-shahr,adjacent,osm
ir-ziba-shahr-2,ir-azadegan-5,adjacent,osm
ir-ziba-shahr-2,ir-azad-shahr,adjacent,osm
ir-r9715389,ir-r6558175,adjacent,osm
ir-baghmishe,ir-danesh-3,adjacent,osm
ir-baghmishe,ir-molla-hadi,adjacent,osm
ir-baghmishe,ir-sa-di,adjacent,osm
ir-baghmishe,ir-gariban,adjacent,osm
ir-abbasi,ir-r21293263,adjacent,osm
ir-abbasi,ir-r21288319,adjacent,osm
ir-abbasi,ir-anbar-naft,adjacent,osm
ir-abbasi,ir-r21288720,adjacent,osm
ir-anbar-naft,ir-r21293263,adjacent,osm
ir-anbar-naft,ir-r21288720,adjacent,osm
ir-maryam-town,ir-jafarie-town,adjacent,osm
ir-maryam-town,ir-andishe-phase-1,adjacent,osm
ir-r11506246,ir-kosar-4,adjacent,osm
ir-w719102651,ir-kosar-4,adjacent,osm
ir-heydar-abad,ir-dehghan-vila,adjacent,osm
ir-heydar-abad,ir-karaj-no,adjacent,osm
ir-heydar-abad,ir-koy-karmandan-north,adjacent,osm
ir-heydar-abad,ir-kooye-ghaem,adjacent,osm
ir-heydar-abad,ir-r20190200,adjacent,osm
ir-heydar-abad,ir-shahin-vila,adjacent,osm
ir-r6558176,ir-r9387492,adjacent,osm
ir-r6558176,ir-persepolis,adjacent,osm
ir-dehpialeh,ir-shahrak-golha-2,adjacent,osm
ir-dehpialeh,ir-r10054767,adjacent,osm
ir-dehpialeh,ir-dasht-chenar-mehrab,adjacent,osm
ir-dehpialeh,ir-bonakdaran,adjacent,osm
ir-dehpialeh,ir-sheykhali-choopan,adjacent,osm
ir-dehpialeh,ir-darorrahmeh,adjacent,osm
ir-r10054767,ir-shahrak-golha-2,adjacent,osm
ir-r10054767,ir-dasht-chenar-mehrab,adjacent,osm
ir-r10054767,ir-erfan-bolouvar,adjacent,osm
ir-r10054767,ir-sheykhali-choopan,adjacent,osm
ir-r10054767,ir-darorrahmeh,adjacent,osm
ir-r10054767,ir-navab-safavi,adjacent,osm
ir-dast-e-khezr-naserabad,ir-ghasr-e-abunasr,adjacent,osm
ir-r10054877,ir-ghasrodasht,adjacent,osm
ir-r10054877,ir-r20190268,adjacent,osm
ir-r10054877,ir-098,adjacent,osm
ir-r10054877,ir-dinakan,adjacent,osm
ir-baharestan-5,ir-mianrud,adjacent,osm
ir-baharestan-5,ir-sheikh-ruzbehan,adjacent,osm
ir-ferdowsi,ir-darvazeh-esfahan,adjacent,osm
ir-ferdowsi,ir-r11038734,adjacent,osm
ir-ferdowsi,ir-020,adjacent,osm
ir-ferdowsi,ir-r10053647,adjacent,osm
ir-ferdowsi,ir-bagh-e-takht,adjacent,osm
ir-ferdowsi,ir-saraye-moshir,adjacent,osm
ir-ferdowsi,ir-shahrdari,adjacent,osm
ir-ferdowsi,ir-r10054797,adjacent,osm
ir-ferdowsi,ir-008,adjacent,osm
ir-ferdowsi,ir-zand,adjacent,osm
ir-ferdowsi,ir-neshat,adjacent,osm
ir-ferdowsi,ir-bagh-e-takht-2,adjacent,osm
ir-ferdowsi,ir-eram-2,adjacent,osm
ir-bagh-e-takht-2,ir-darvazeh-esfahan,adjacent,osm
ir-bagh-e-takht-2,ir-020,adjacent,osm
ir-bagh-e-takht-2,ir-r10053647,adjacent,osm
ir-bagh-e-takht-2,ir-bagh-e-takht,adjacent,osm
ir-bagh-e-takht-2,ir-008,adjacent,osm
ir-bagh-e-takht-2,ir-neshat,adjacent,osm
ir-bagh-e-takht-2,ir-rabbani,adjacent,osm
ir-bagh-e-takht-2,ir-eram-2,adjacent,osm
ir-bagh-e-takht-2,ir-chanchaneh,adjacent,osm
ir-bagh-e-takht-2,ir-jomhuri-3,adjacent,osm
ir-jomhuri-3,ir-rabbani,adjacent,osm
ir-jomhuri-3,ir-chanchaneh,adjacent,osm
ir-jomhuri-3,ir-tappeh-television,adjacent,osm
ir-west-ghoddowsi,ir-mabaas,adjacent,osm
ir-west-ghoddowsi,ir-pasdaran-2,adjacent,osm
ir-west-ghoddowsi,ir-south-hemmat,adjacent,osm
ir-west-ghoddowsi,ir-south-eman,adjacent,osm
ir-west-ghoddowsi,ir-mahdi-abad,adjacent,osm
ir-west-ghoddowsi,ir-shahid-rajayi,adjacent,osm
ir-pasdaran-2,ir-shahrak-esar,adjacent,osm
ir-pasdaran-2,ir-mabaas,adjacent,osm
ir-pasdaran-2,ir-031,adjacent,osm
ir-pasdaran-2,ir-zerehi-amirkabir,adjacent,osm
ir-pasdaran-2,ir-kolahduz,adjacent,osm
ir-pasdaran-2,ir-south-hemmat,adjacent,osm
ir-pasdaran-2,ir-mahdi-abad,adjacent,osm
ir-mahdi-abad,ir-031,adjacent,osm
ir-mahdi-abad,ir-055,adjacent,osm
ir-mahdi-abad,ir-r11042055,adjacent,osm
ir-mahdi-abad,ir-ghasr-dasht,adjacent,osm
ir-mahdi-abad,ir-ghasrodasht,adjacent,osm
ir-mahdi-abad,ir-shahid-rajayi,adjacent,osm
ir-mahdi-abad,ir-manbae-ab,adjacent,osm
ir-mahdi-abad,ir-098,adjacent,osm
ir-chanchaneh,ir-eram-2,adjacent,osm
ir-chanchaneh,ir-tappeh-television,adjacent,osm
ir-navab-safavi,ir-erfan-bolouvar,adjacent,osm
ir-navab-safavi,ir-r10054755,adjacent,osm
ir-navab-safavi,ir-darorrahmeh,adjacent,osm
ir-navab-safavi,ir-moslem-bani-hashem,adjacent,osm
ir-navab-safavi,ir-pansad-dastgah-artesh,adjacent,osm
ir-bonakdaran,ir-dasht-chenar-mehrab,adjacent,osm
ir-bonakdaran,ir-hormozgan,adjacent,osm
ir-bonakdaran,ir-sheykhali-choopan,adjacent,osm
ir-bonakdaran,ir-qale-shahzadeh-beygom,adjacent,osm
ir-fazl-abad,ir-dasht-chenar-mehrab,adjacent,osm
ir-fazl-abad,ir-shahrak-e-shohada-fathiyeh,adjacent,osm
ir-fazl-abad,ir-hormozgan,adjacent,osm
ir-fazl-abad,ir-shahrak-e-parvaz,adjacent,osm
ir-fazl-abad,ir-shahrak-mofatteh,adjacent,osm
ir-r10054099,ir-r10054123,adjacent,osm
ir-r10054099,ir-minoo-keshvari,adjacent,osm
ir-r10054099,ir-douran,adjacent,osm
ir-r10054099,ir-dasht-chenar-mehrab,adjacent,osm
ir-r10054099,ir-sardkhaneh-fale-asiri,adjacent,osm
ir-darorrahmeh,ir-erfan-bolouvar,adjacent,osm
ir-darorrahmeh,ir-sheykhali-choopan,adjacent,osm
ir-darorrahmeh,ir-moslem-bani-hashem,adjacent,osm
ir-darorrahmeh,ir-kuzehgari,adjacent,osm
ir-darorrahmeh,ir-south-ahmadi-artesh,adjacent,osm
ir-sheykhali-choopan,ir-hormozgan,adjacent,osm
ir-sheykhali-choopan,ir-kuzehgari,adjacent,osm
ir-sheykhali-choopan,ir-qale-shahzadeh-beygom,adjacent,osm
ir-qale-shahzadeh-beygom,ir-hormozgan,adjacent,osm
ir-qale-shahzadeh-beygom,ir-kuzehgari,adjacent,osm
ir-qale-shahzadeh-beygom,ir-razi,adjacent,osm
ir-qale-shahzadeh-beygom,ir-shishehgari,adjacent,osm
ir-qale-shahzadeh-beygom,ir-shahrak-mofatteh,adjacent,osm
ir-hormozgan,ir-dasht-chenar-mehrab,adjacent,osm
ir-hormozgan,ir-shahrak-mofatteh,adjacent,osm
ir-riasati,ir-nasr,adjacent,osm
ir-riasati,ir-sardaran,adjacent,osm
ir-riasati,ir-kuye-tollab,adjacent,osm
ir-riasati,ir-canada,adjacent,osm
ir-riasati,ir-022,adjacent,osm
ir-riasati,ir-falahat-kuye-daneshghahian,adjacent,osm
ir-south-saadieh,ir-neyestan-saadi,adjacent,osm
ir-south-saadieh,ir-shohadaye-shahrak-saadi,adjacent,osm
ir-south-saadieh,ir-shahrak-e-saadi,adjacent,osm
ir-south-saadieh,ir-shahrak-e-emam-hossein,adjacent,osm
ir-kuye-tollab,ir-sardaran,adjacent,osm
ir-kuye-tollab,ir-azadegan-6,adjacent,osm
ir-kuye-tollab,ir-shahijan,adjacent,osm
ir-kuye-tollab,ir-kaveh-3,adjacent,osm
ir-kuye-tollab,ir-canada,adjacent,osm
ir-kuye-tollab,ir-022,adjacent,osm
ir-kuye-tollab,ir-falahat-kuye-daneshghahian,adjacent,osm
ir-kuzehgari,ir-moslem-bani-hashem,adjacent,osm
ir-kuzehgari,ir-razi,adjacent,osm
ir-kuzehgari,ir-shishehgari,adjacent,osm
ir-kuzehgari,ir-south-ahmadi-artesh,adjacent,osm
ir-kuzehgari,ir-r10054050,adjacent,osm
ir-shishehgari,ir-razi,adjacent,osm
ir-shishehgari,ir-south-ahmadi-artesh,adjacent,osm
ir-shishehgari,ir-r10054050,adjacent,osm
ir-shishehgari,ir-sar-e-dezak,adjacent,osm
ir-shishehgari,ir-darvazeh-ghasabkhaneh,adjacent,osm
ir-shishehgari,ir-r10054055,adjacent,osm
ir-shishehgari,ir-astaneh,adjacent,osm
ir-shishehgari,ir-r11038731,adjacent,osm
ir-r10054050,ir-south-ahmadi-artesh,adjacent,osm
ir-r10054050,ir-sar-e-dezak,adjacent,osm
ir-r10054050,ir-darvazeh-ghasabkhaneh,adjacent,osm
ir-r10054050,ir-gelkoub,adjacent,osm
ir-r10054050,ir-astaneh,adjacent,osm
ir-r10054050,ir-r11038731,adjacent,osm
ir-r10054050,ir-siyah-sang,adjacent,osm
ir-south-ahmadi-artesh,ir-moslem-bani-hashem,adjacent,osm
ir-south-ahmadi-artesh,ir-pansad-dastgah-artesh,adjacent,osm
ir-south-ahmadi-artesh,ir-r10054742,adjacent,osm
ir-south-ahmadi-artesh,ir-south-sepah,adjacent,osm
ir-south-ahmadi-artesh,ir-tahvili-fakhr-abad,adjacent,osm
ir-south-ahmadi-artesh,ir-north-sepah,adjacent,osm
ir-south-ahmadi-artesh,ir-gelkoub,adjacent,osm
ir-gelkoub,ir-sar-e-dezak,adjacent,osm
ir-gelkoub,ir-tahvili-fakhr-abad,adjacent,osm
ir-gelkoub,ir-r11038731,adjacent,osm
ir-gelkoub,ir-siyah-sang,adjacent,osm
ir-gelkoub,ir-zand,adjacent,osm
ir-zand,ir-tahvili-fakhr-abad,adjacent,osm
ir-zand,ir-saadi-cinema,adjacent,osm
ir-zand,ir-r11038734,adjacent,osm
ir-zand,ir-r10053647,adjacent,osm
ir-zand,ir-siyah-sang,adjacent,osm
ir-zand,ir-saraye-moshir,adjacent,osm
ir-zand,ir-shahrdari,adjacent,osm
ir-zand,ir-r10054797,adjacent,osm
ir-zand,ir-neshat,adjacent,osm
ir-dasht-chenar-mehrab,ir-r10054123,adjacent,osm
ir-dasht-chenar-mehrab,ir-shahrak-golha-2,adjacent,osm
ir-dasht-chenar-mehrab,ir-sardkhaneh-fale-asiri,adjacent,osm
ir-dasht-chenar-mehrab,ir-shahrak-e-shohada-fathiyeh,adjacent,osm
ir-dasht-chenar-mehrab,ir-shahrak-e-parvaz,adjacent,osm
ir-shahrak-golha-2,ir-r10054123,adjacent,osm
ir-shahrak-golha-2,ir-r11042112,adjacent,osm
ir-shahrak-golha-2,ir-shahrak-mahdi-abad,adjacent,osm
ir-shahrak-golha-2,ir-soltanabad-2,adjacent,osm
ir-shahrak-golha-2,ir-erfan-bolouvar,adjacent,osm
ir-mianrud,ir-shahrak-daraei,adjacent,osm
ir-mianrud,ir-r10055200,adjacent,osm
ir-mianrud,ir-r18726494,adjacent,osm
ir-mianrud,ir-sheikh-ruzbehan,adjacent,osm
ir-mianrud,ir-shahrak-rezvan,adjacent,osm
ir-south-hemmat,ir-mabaas,adjacent,osm
ir-south-hemmat,ir-shahrak-golshan,adjacent,osm
ir-south-hemmat,ir-jamaran-mahdieh,adjacent,osm
ir-south-hemmat,ir-south-eman,adjacent,osm
ir-south-hemmat,ir-shahid-rajayi,adjacent,osm
ir-shahrak-golshan,ir-jannat-terminal-barbari,adjacent,osm
ir-shahrak-golshan,ir-shahrak-valfajr,adjacent,osm
ir-shahrak-golshan,ir-mabaas,adjacent,osm
ir-shahrak-golshan,ir-jamaran-mahdieh,adjacent,osm
ir-shahrak-golshan,ir-shahrak-mokhaberat,adjacent,osm
ir-mabaas,ir-jannat-terminal-barbari,adjacent,osm
ir-mabaas,ir-shahrak-esar,adjacent,osm
