place,other,relation,source
ir-seyed-abad,ir-tohid,adjacent,osm
ir-imam-khomeyni-town,ir-w625034685,adjacent,osm
ir-imam-khomeyni-town,ir-babataher,adjacent,osm
ir-imam-khomeyni-town,ir-w625000658,adjacent,osm
ir-imam-khomeyni-town,ir-sepah-square,adjacent,osm
ir-imam-khomeyni-town,ir-eslam-shahr-shahpasand,adjacent,osm
ir-eslam-shahr-shahpasand,ir-w625034685,adjacent,osm
ir-eslam-shahr-shahpasand,ir-babataher,adjacent,osm
ir-eslam-shahr-shahpasand,ir-r8686207,adjacent,osm
ir-eslam-shahr-shahpasand,ir-w625144756,adjacent,osm
ir-balahamam,ir-w624327240,adjacent,osm
ir-balahamam,ir-amirkhiz,adjacent,osm
ir-w624287491,ir-w624327240,adjacent,osm
ir-w624287491,ir-amirkhiz,adjacent,osm
ir-charmsazi-manouchehri,ir-heydareh-road,adjacent,osm
ir-charmsazi-manouchehri,ir-w625147273,adjacent,osm
ir-charmsazi-manouchehri,ir-sheshsad-dastgah,adjacent,osm
ir-charmsazi-manouchehri,ir-w624312824,adjacent,osm
ir-charmsazi-manouchehri,ir-w624320861,adjacent,osm
ir-charmsazi-manouchehri,ir-janbazan-3,adjacent,osm
ir-charmsazi-manouchehri,ir-hospital-of-artesh,adjacent,osm
ir-charmsazi-manouchehri,ir-w624700103,adjacent,osm
ir-w624309914,ir-heydareh-road,adjacent,osm
ir-w624309914,ir-w625147273,adjacent,osm
ir-w624309914,ir-sheshsad-dastgah,adjacent,osm
ir-w624309914,ir-w624312824,adjacent,osm
ir-w624309914,ir-w624320861,adjacent,osm
ir-w624309914,ir-janbazan-3,adjacent,osm
ir-w624309914,ir-hospital-of-artesh,adjacent,osm
ir-w624309914,ir-w624700103,adjacent,osm
ir-sheshsad-dastgah,ir-w624728328,adjacent,osm
ir-sheshsad-dastgah,ir-pasdaran-square-shah-hoseyni-blv,adjacent,osm
ir-sheshsad-dastgah,ir-chaman-chopan,adjacent,osm
ir-sheshsad-dastgah,ir-w625038925,adjacent,osm
ir-sheshsad-dastgah,ir-w624320861,adjacent,osm
ir-sheshsad-dastgah,ir-janbazan-3,adjacent,osm
ir-w624312824,ir-w624728328,adjacent,osm
ir-w624312824,ir-pasdaran-square-shah-hoseyni-blv,adjacent,osm
ir-w624312824,ir-chaman-chopan,adjacent,osm
ir-w624312824,ir-w625038925,adjacent,osm
ir-w624312824,ir-w624320861,adjacent,osm
ir-w624312824,ir-janbazan-3,adjacent,osm
ir-shahrak-velayat,ir-tohid-2,adjacent,osm
ir-shahrak-velayat,ir-padegan,adjacent,osm
ir-shahrak-velayat,ir-bolvar,adjacent,osm
ir-shahrak-velayat,ir-sortak,adjacent,osm
ir-shahrak-velayat,ir-daneshgah,adjacent,osm
ir-shahrak-velayat,ir-r20194327,adjacent,osm
ir-bozorgmehr,ir-firuzeh-town,adjacent,osm
ir-bozorgmehr,ir-gomnam-west,adjacent,osm
ir-bozorgmehr,ir-janbazan-town,adjacent,osm
ir-vali-asr-2,ir-r20192692,adjacent,osm
ir-vali-asr-2,ir-w1475512645,adjacent,osm
ir-vali-asr-2,ir-r20192694,adjacent,osm
ir-vali-asr-2,ir-w1475512647,adjacent,osm
ir-w624314415,ir-r20192692,adjacent,osm
ir-w624314415,ir-w1475512645,adjacent,osm
ir-w624314415,ir-r20192694,adjacent,osm
ir-w624314415,ir-w1475512647,adjacent,osm
ir-sortak,ir-padegan,adjacent,osm
ir-sortak,ir-bolvar,adjacent,osm
ir-sortak,ir-daneshgah,adjacent,osm
ir-janbazan-3,ir-chaman-chopan,adjacent,osm
ir-janbazan-3,ir-w625038925,adjacent,osm
ir-janbazan-3,ir-w625035928,adjacent,osm
ir-janbazan-3,ir-emamzadeh-abdolah,adjacent,osm
ir-janbazan-3,ir-w625034685,adjacent,osm
ir-janbazan-3,ir-babataher,adjacent,osm
ir-w624320861,ir-chaman-chopan,adjacent,osm
ir-w624320861,ir-w625038925,adjacent,osm
ir-w624320861,ir-w625035928,adjacent,osm
ir-w624320861,ir-emamzadeh-abdolah,adjacent,osm
ir-w624320861,ir-w625034685,adjacent,osm
ir-w624320861,ir-babataher,adjacent,osm
ir-molasadra-mini-city,ir-daneshgah,adjacent,osm
ir-molasadra-mini-city,ir-r20194327,adjacent,osm
ir-molasadra-mini-city,ir-molasadra-west,adjacent,osm
ir-molasadra-mini-city,ir-janbazan-mini-city,adjacent,osm
ir-molasadra-mini-city,ir-molasadra-mini-city-north,adjacent,osm
ir-chahar-bagh,ir-r20193911,adjacent,osm
ir-chahar-bagh,ir-ghatar-chian,adjacent,osm
ir-chahar-bagh,ir-sar-tapoola,adjacent,osm
ir-chahar-bagh,ir-feyz-abad-2,adjacent,osm
ir-chahar-bagh,ir-r20194094,adjacent,osm
ir-haj-shams-ali-town,ir-nayeb-ahmad-above,adjacent,osm
ir-haj-shams-ali-town,ir-neyeb-ahmad,adjacent,osm
ir-haj-shams-ali-town,ir-w624713899,adjacent,osm
ir-haj-shams-ali-town,ir-resalat,adjacent,osm
ir-sar-tapoola,ir-ghatar-chian,adjacent,osm
ir-sar-tapoola,ir-sheykhan,adjacent,osm
ir-sar-tapoola,ir-feyz-abad-2,adjacent,osm
ir-sar-tapoola,ir-shohada-3,adjacent,osm
ir-faghireh,ir-chamran-2,adjacent,osm
ir-w624333244,ir-chamran-2,adjacent,osm
ir-nayeb-ahmad-above,ir-chamran-2,adjacent,osm
ir-nayeb-ahmad-above,ir-neyeb-ahmad,adjacent,osm
ir-khoche-meshki,ir-pardis-2,adjacent,osm
ir-khoche-meshki,ir-chamran-2,adjacent,osm
ir-khoche-meshki,ir-sang-sefid,adjacent,osm
ir-khoche-meshki,ir-w624373879,adjacent,osm
ir-khoche-meshki,ir-ostadan,adjacent,osm
ir-khoche-meshki,ir-etemadieh,adjacent,osm
ir-khoche-meshki,ir-niazmand-bridge,adjacent,osm
ir-khoche-meshki,ir-w624377731,adjacent,osm
ir-khoche-meshki,ir-aram-2,adjacent,osm
ir-khoche-meshki,ir-aram,adjacent,osm
ir-khoche-meshki,ir-rokni,adjacent,osm
ir-khoche-meshki,ir-w624669129,adjacent,osm
ir-w624351495,ir-pardis-2,adjacent,osm
ir-w624351495,ir-chamran-2,adjacent,osm
ir-w624351495,ir-sang-sefid,adjacent,osm
ir-w624351495,ir-w624373879,adjacent,osm
ir-w624351495,ir-ostadan,adjacent,osm
ir-w624351495,ir-etemadieh,adjacent,osm
ir-w624351495,ir-niazmand-bridge,adjacent,osm
ir-w624351495,ir-w624377731,adjacent,osm
ir-w624351495,ir-aram-2,adjacent,osm
ir-w624351495,ir-aram,adjacent,osm
ir-w624351495,ir-rokni,adjacent,osm
ir-w624351495,ir-w624669129,adjacent,osm
ir-ganjnameh,ir-pist-ski-2,adjacent,osm
ir-ganjnameh,ir-pist-ski,adjacent,osm
ir-w624354128,ir-pist-ski-2,adjacent,osm
ir-w624354128,ir-pist-ski,adjacent,osm
ir-etemadieh,ir-pardis-2,adjacent,osm
ir-etemadieh,ir-chamran-2,adjacent,osm
ir-etemadieh,ir-sang-sefid,adjacent,osm
ir-w624356271,ir-r20192692,adjacent,osm
ir-w624356271,ir-w1475512645,adjacent,osm
ir-pardis-2,ir-tandis-tower,adjacent,osm
ir-pardis-2,ir-w624359457,adjacent,osm
ir-pardis-2,ir-w624373879,adjacent,osm
ir-pardis-2,ir-ostadan,adjacent,osm
ir-pardis-2,ir-niazmand-bridge,adjacent,osm
ir-pardis-2,ir-w624377731,adjacent,osm
ir-feyz-abad-2,ir-sheykhan,adjacent,osm
ir-feyz-abad-2,ir-r20194094,adjacent,osm
ir-feyz-abad-2,ir-shohada-3,adjacent,osm
ir-feyz-abad-2,ir-kar-amoozi,adjacent,osm
ir-feyz-abad-2,ir-r20194119,adjacent,osm
ir-feyz-abad-2,ir-eslam-abad,adjacent,osm
ir-feyz-abad-2,ir-shahrak-besaat,adjacent,osm
ir-w624358404,ir-r20192826,adjacent,osm
ir-w624358404,ir-w1475527360,adjacent,osm
ir-w624358404,ir-kouye-hasan,adjacent,osm
ir-w624358404,ir-w624953323,adjacent,osm
ir-tandis-tower,ir-w624373879,adjacent,osm
ir-tandis-tower,ir-ostadan,adjacent,osm
ir-w624359457,ir-w624373879,adjacent,osm
ir-w624359457,ir-ostadan,adjacent,osm
ir-shohada-3,ir-sheykhan,adjacent,osm
ir-shohada-3,ir-tapeh-sheykh-mohamad-sadegh,adjacent,osm
ir-shohada-3,ir-bisto-panj,adjacent,osm
ir-shohada-3,ir-kar-amoozi,adjacent,osm
ir-bagh-mouze,ir-w624403416,adjacent,osm
ir-bagh-mouze,ir-ghaem-square,adjacent,osm
ir-bagh-mouze,ir-w625151102,adjacent,osm
ir-bagh-mouze,ir-kolab,adjacent,osm
ir-w624362030,ir-w624403416,adjacent,osm
ir-w624362030,ir-ghaem-square,adjacent,osm
ir-w624362030,ir-w625151102,adjacent,osm
ir-w624362030,ir-kolab,adjacent,osm
ir-bosar,ir-hosein-abad-4,adjacent,osm
ir-bosar,ir-takhti-3,adjacent,osm
ir-bosar,ir-golbagh-namaz,adjacent,osm
ir-bosar,ir-koye-hoseini,adjacent,osm
ir-bosar,ir-r8672684,adjacent,osm
ir-ochtukan,ir-ebrahim-abad-2,adjacent,osm
ir-ochtukan,ir-varzash,adjacent,osm
ir-ochtukan,ir-chahar-rahe-emam,adjacent,osm
ir-ochtukan,ir-abravan,adjacent,osm
ir-ochtukan,ir-bazar,adjacent,osm
ir-bazar,ir-varzash,adjacent,osm
ir-bazar,ir-chahar-rahe-emam,adjacent,osm
ir-bazar,ir-alighapoo,adjacent,osm
ir-bazar,ir-ghajarieh,adjacent,osm
ir-bazar,ir-taze-meydan,adjacent,osm
ir-bazar,ir-ghiam-2,adjacent,osm
ir-taze-meydan,ir-ghajarieh,adjacent,osm
ir-taze-meydan,ir-nama-lar,adjacent,osm
ir-taze-meydan,ir-yasavol,adjacent,osm
ir-taze-meydan,ir-ghiam-2,adjacent,osm
ir-taze-meydan,ir-r20197171,adjacent,osm
ir-yasavol,ir-nama-lar,adjacent,osm
ir-yasavol,ir-ghiam-2,adjacent,osm
ir-yasavol,ir-zhandarmery,adjacent,osm
ir-yasavol,ir-r20197171,adjacent,osm
ir-nama-lar,ir-zhandarmery,adjacent,osm
ir-ostadan,ir-motekhassesin,adjacent,osm
ir-ostadan,ir-motekhassesin-2,adjacent,osm
ir-ostadan,ir-niazmand-bridge,adjacent,osm
ir-ostadan,ir-w624377731,adjacent,osm
ir-ostadan,ir-saeediyeh-bala,adjacent,osm
ir-ostadan,ir-saeediyeh-bala-2,adjacent,osm
ir-w624373879,ir-motekhassesin,adjacent,osm
ir-w624373879,ir-motekhassesin-2,adjacent,osm
ir-w624373879,ir-niazmand-bridge,adjacent,osm
ir-w624373879,ir-w624377731,adjacent,osm
ir-w624373879,ir-saeediyeh-bala,adjacent,osm
ir-w624373879,ir-saeediyeh-bala-2,adjacent,osm
ir-saeediyeh-bala,ir-motekhassesin,adjacent,osm
ir-saeediyeh-bala,ir-motekhassesin-2,adjacent,osm
ir-saeediyeh-bala,ir-niazmand-bridge,adjacent,osm
ir-saeediyeh-bala,ir-w624377731,adjacent,osm
ir-saeediyeh-bala,ir-eram-blv,adjacent,osm
ir-saeediyeh-bala,ir-w625155083,adjacent,osm
ir-saeediyeh-bala,ir-eram-park,adjacent,osm
ir-saeediyeh-bala,ir-w624631419,adjacent,osm
ir-saeediyeh-bala,ir-rokni,adjacent,osm
ir-saeediyeh-bala,ir-w624669129,adjacent,osm
ir-saeediyeh-bala,ir-saeediye-paeen,adjacent,osm
ir-saeediyeh-bala,ir-saeediye-paeen-2,adjacent,osm
ir-saeediyeh-bala,ir-w624379045,adjacent,osm
ir-saeediyeh-bala,ir-ostandari-2,adjacent,osm
ir-saeediyeh-bala,ir-w624656958,adjacent,osm
ir-saeediyeh-bala,ir-honarestan-dibaj,adjacent,osm
ir-saeediyeh-bala-2,ir-motekhassesin,adjacent,osm
ir-saeediyeh-bala-2,ir-motekhassesin-2,adjacent,osm
ir-saeediyeh-bala-2,ir-niazmand-bridge,adjacent,osm
ir-saeediyeh-bala-2,ir-w624377731,adjacent,osm
ir-saeediyeh-bala-2,ir-eram-blv,adjacent,osm
ir-saeediyeh-bala-2,ir-w625155083,adjacent,osm
ir-saeediyeh-bala-2,ir-eram-park,adjacent,osm
ir-saeediyeh-bala-2,ir-w624631419,adjacent,osm
ir-saeediyeh-bala-2,ir-rokni,adjacent,osm
ir-saeediyeh-bala-2,ir-w624669129,adjacent,osm
ir-saeediyeh-bala-2,ir-saeediye-paeen,adjacent,osm
ir-saeediyeh-bala-2,ir-saeediye-paeen-2,adjacent,osm
ir-saeediyeh-bala-2,ir-w624379045,adjacent,osm
ir-saeediyeh-bala-2,ir-ostandari-2,adjacent,osm
ir-saeediyeh-bala-2,ir-w624656958,adjacent,osm
ir-saeediyeh-bala-2,ir-honarestan-dibaj,adjacent,osm
ir-niazmand-bridge,ir-aram-2,adjacent,osm
ir-niazmand-bridge,ir-aram,adjacent,osm
ir-niazmand-bridge,ir-rokni,adjacent,osm
ir-niazmand-bridge,ir-w624669129,adjacent,osm
ir-niazmand-bridge,ir-saeediye-paeen,adjacent,osm
ir-niazmand-bridge,ir-saeediye-paeen-2,adjacent,osm
ir-w624377731,ir-aram-2,adjacent,osm
ir-w624377731,ir-aram,adjacent,osm
ir-w624377731,ir-rokni,adjacent,osm
ir-w624377731,ir-w624669129,adjacent,osm
ir-w624377731,ir-saeediye-paeen,adjacent,osm
ir-w624377731,ir-saeediye-paeen-2,adjacent,osm
ir-ostandari-2,ir-eram-park,adjacent,osm
ir-ostandari-2,ir-w624631419,adjacent,osm
ir-ostandari-2,ir-rangin-kaman-amusement-arcade,adjacent,osm
ir-ostandari-2,ir-w624630253,adjacent,osm
ir-ostandari-2,ir-w624403416,adjacent,osm
ir-ostandari-2,ir-ghaem-square,adjacent,osm
ir-ostandari-2,ir-w624656958,adjacent,osm
ir-ostandari-2,ir-honarestan-dibaj,adjacent,osm
ir-ostandari-2,ir-shokriyeh,adjacent,osm
ir-ostandari-2,ir-w624653131,adjacent,osm
ir-ostandari-2,ir-w624646391,adjacent,osm
ir-ostandari-2,ir-mahdiyeh,adjacent,osm
ir-w624379045,ir-eram-park,adjacent,osm
ir-w624379045,ir-w624631419,adjacent,osm
ir-w624379045,ir-rangin-kaman-amusement-arcade,adjacent,osm
ir-w624379045,ir-w624630253,adjacent,osm
ir-w624379045,ir-w624403416,adjacent,osm
ir-w624379045,ir-ghaem-square,adjacent,osm
ir-w624379045,ir-w624656958,adjacent,osm
ir-w624379045,ir-honarestan-dibaj,adjacent,osm
ir-w624379045,ir-shokriyeh,adjacent,osm
ir-w624379045,ir-w624653131,adjacent,osm
ir-w624379045,ir-w624646391,adjacent,osm
ir-w624379045,ir-mahdiyeh,adjacent,osm
ir-tapeh-roosi,ir-khaneghah-khosro-abad,adjacent,osm
ir-tapeh-roosi,ir-ghatar-chian,adjacent,osm
ir-tapeh-roosi,ir-boulvar-shebli,adjacent,osm
ir-tapeh-roosi,ir-kamiz,adjacent,osm
ir-tapeh-roosi,ir-ostandari,adjacent,osm
ir-tapeh-roosi,ir-padegan-2,adjacent,osm
ir-boulvar-shebli,ir-mobarak-abad,adjacent,osm
ir-boulvar-shebli,ir-khaneghah-khosro-abad,adjacent,osm
ir-boulvar-shebli,ir-haji-abad,adjacent,osm
ir-boulvar-shebli,ir-kamiz,adjacent,osm
ir-khaneghah-khosro-abad,ir-takieh-va-chaman,adjacent,osm
ir-khaneghah-khosro-abad,ir-ghopal,adjacent,osm
ir-khaneghah-khosro-abad,ir-shahrak-noor,adjacent,osm
ir-khaneghah-khosro-abad,ir-mobarak-abad,adjacent,osm
ir-khaneghah-khosro-abad,ir-ghatar-chian,adjacent,osm
ir-mobarak-abad,ir-takieh-va-chaman,adjacent,osm
ir-mobarak-abad,ir-shahrak-noor,adjacent,osm
ir-mobarak-abad,ir-haji-abad,adjacent,osm
ir-shahrak-noor,ir-shahrak-keshavarz,adjacent,osm
ir-shahrak-noor,ir-takieh-va-chaman,adjacent,osm
ir-takieh-va-chaman,ir-shahrak-keshavarz,adjacent,osm
ir-ghatar-chian,ir-sheykhan,adjacent,osm
ir-ghatar-chian,ir-ostandari,adjacent,osm
ir-motekhassesin,ir-eram-blv,adjacent,osm
ir-motekhassesin,ir-w625155083,adjacent,osm
ir-motekhassesin-2,ir-eram-blv,adjacent,osm
ir-motekhassesin-2,ir-w625155083,adjacent,osm
ir-kowsar-mini-city,ir-nowroozian,adjacent,osm
ir-kowsar-mini-city,ir-imam-khomeini-international-university,adjacent,osm
ir-kowsar-mini-city,ir-ghias-abad,adjacent,osm
ir-kowsar-mini-city,ir-minoodar-mini-city,adjacent,osm
ir-sheykhan,ir-ostandari,adjacent,osm
ir-sheykhan,ir-tapeh-sheykh-mohamad-sadegh,adjacent,osm
ir-ostandari,ir-kamiz,adjacent,osm
ir-ostandari,ir-tapeh-sheykh-mohamad-sadegh,adjacent,osm
ir-ostandari,ir-padegan-2,adjacent,osm
ir-r8672684,ir-golbagh-namaz,adjacent,osm
ir-r8672684,ir-deylaman-2,adjacent,osm
ir-r8672684,ir-koye-erfan,adjacent,osm
ir-r8672684,ir-koye-hoseini,adjacent,osm
ir-r8672684,ir-fakhab,adjacent,osm
ir-r8672684,ir-pastak,adjacent,osm
ir-jahad-3,ir-rashtian,adjacent,osm
ir-jahad-3,ir-ali-abad-3,adjacent,osm
ir-jahad-3,ir-hosein-abad-4,adjacent,osm
ir-jahad-3,ir-farhangiyan,adjacent,osm
ir-hosein-abad-4,ir-ali-abad-3,adjacent,osm
ir-hosein-abad-4,ir-farhangiyan,adjacent,osm
ir-hosein-abad-4,ir-takhti-3,adjacent,osm
ir-hosein-abad-4,ir-koye-hoseini,adjacent,osm
ir-ghaem-square,ir-eram-blv,adjacent,osm
ir-ghaem-square,ir-w625155083,adjacent,osm
ir-ghaem-square,ir-rangin-kaman-amusement-arcade,adjacent,osm
ir-ghaem-square,ir-w624630253,adjacent,osm
ir-w624403416,ir-eram-blv,adjacent,osm
ir-w624403416,ir-w625155083,adjacent,osm
ir-w624403416,ir-rangin-kaman-amusement-arcade,adjacent,osm
ir-w624403416,ir-w624630253,adjacent,osm
ir-koye-hoseini,ir-farhangiyan,adjacent,osm
ir-koye-hoseini,ir-fakhab,adjacent,osm
ir-sang-sefid,ir-chamran-2,adjacent,osm
ir-sang-sefid,ir-aram-2,adjacent,osm
ir-sang-sefid,ir-aram,adjacent,osm
ir-sang-sefid,ir-neyeb-ahmad,adjacent,osm
ir-sang-sefid,ir-w624713899,adjacent,osm
ir-sang-sefid,ir-resalat,adjacent,osm
ir-tapeh-sheykh-mohamad-sadegh,ir-bisto-panj,adjacent,osm
ir-tapeh-sheykh-mohamad-sadegh,ir-r20194149,adjacent,osm
ir-tapeh-sheykh-mohamad-sadegh,ir-kamarbandi-25,adjacent,osm
ir-tapeh-sheykh-mohamad-sadegh,ir-padegan-2,adjacent,osm
ir-gomnam-west,ir-firuzeh-town,adjacent,osm
ir-gomnam-west,ir-quds-town,adjacent,osm
ir-gomnam-west,ir-janbazan-town,adjacent,osm
ir-ali-abad-3,ir-bisotun,adjacent,osm
ir-ali-abad-3,ir-oustadsara,adjacent,osm
ir-ali-abad-3,ir-rashtian,adjacent,osm
ir-asmaei,ir-w624438124,adjacent,osm
ir-asmaei,ir-manbeh,adjacent,osm
ir-w624433211,ir-w624438124,adjacent,osm
ir-w624433211,ir-manbeh,adjacent,osm
ir-shahrak-farhangian-2,ir-enghelab-5,adjacent,osm
ir-shahrak-farhangian-2,ir-motahhari-shomali,adjacent,osm
ir-shahrak-farhangian-2,ir-kuye-emam-hosein,adjacent,osm
ir-shahrak-farhangian-2,ir-vilashahr-2,adjacent,osm
ir-ghazi-abad,ir-tayb,adjacent,osm
ir-ghazi-abad,ir-shaghaygh,adjacent,osm
ir-ghazi-abad,ir-kofelestin,adjacent,osm
ir-ghazi-abad,ir-shariati,adjacent,osm
ir-sharbatzade,ir-w624672539,adjacent,osm
ir-sharbatzade,ir-kuye-shahid-gharabaghi,adjacent,osm
ir-w624611268,ir-w624672539,adjacent,osm
ir-w624611268,ir-kuye-shahid-gharabaghi,adjacent,osm
ir-almahdi-town,ir-maryam-town,adjacent,osm
ir-almahdi-town,ir-andishe-phase-1,adjacent,osm
ir-rangin-kaman-amusement-arcade,ir-eram-blv,adjacent,osm
ir-rangin-kaman-amusement-arcade,ir-w625155083,adjacent,osm
ir-rangin-kaman-amusement-arcade,ir-eram-park,adjacent,osm
ir-rangin-kaman-amusement-arcade,ir-w624631419,adjacent,osm
ir-w624630253,ir-eram-blv,adjacent,osm
ir-w624630253,ir-w625155083,adjacent,osm
ir-w624630253,ir-eram-park,adjacent,osm
ir-w624630253,ir-w624631419,adjacent,osm
ir-dorah-hamedan,ir-rah-ahan-3,adjacent,osm
ir-dorah-hamedan,ir-salamgah,adjacent,osm
ir-dorah-hamedan,ir-molavi,adjacent,osm
ir-dorah-hamedan,ir-navab-safavi-south,adjacent,osm
ir-abbas-abad-4,ir-r20194083,adjacent,osm
ir-abbas-abad-4,ir-shahrak-molavi-2,adjacent,osm
ir-abbas-abad-4,ir-golshan,adjacent,osm
ir-abbas-abad-4,ir-farajeh,adjacent,osm
ir-abbas-abad-4,ir-kani-kozala,adjacent,osm
ir-abbas-abad-4,ir-shahrak-ershad,adjacent,osm
ir-abbas-abad-4,ir-r20194119,adjacent,osm
ir-eram-park,ir-eram-blv,adjacent,osm
ir-eram-park,ir-w625155083,adjacent,osm
ir-w624631419,ir-eram-blv,adjacent,osm
ir-w624631419,ir-w625155083,adjacent,osm
ir-farhangiyan,ir-rashtian,adjacent,osm
ir-farhangiyan,ir-siya-estalkh,adjacent,osm
ir-farhangiyan,ir-fakhab,adjacent,osm
ir-shahrak-molavi-2,ir-r20194083,adjacent,osm
ir-shahrak-molavi-2,ir-gheshlagh,adjacent,osm
ir-shahrak-molavi-2,ir-farajeh,adjacent,osm
ir-gheshlagh,ir-r20194083,adjacent,osm
ir-maskan-mehr-mosalla,ir-maskan-mehr-3,adjacent,osm
ir-shahrak-shahed,ir-shahrak-shahriar-2,adjacent,osm
ir-aboo-taleb,ir-bahar-abad,adjacent,osm
ir-aboo-taleb,ir-pir-madar,adjacent,osm
ir-aboo-taleb,ir-tohid,adjacent,osm
ir-aboo-taleb,ir-zaranas,adjacent,osm
ir-soltan-abad,ir-jafarieh,adjacent,osm
ir-soltan-abad,ir-mo-alem,adjacent,osm
ir-soltan-abad,ir-ali-abad,adjacent,osm
ir-soltan-abad,ir-r20197190,adjacent,osm
ir-soltan-abad,ir-ebrahim-abad-2,adjacent,osm
ir-soltan-abad,ir-varzash,adjacent,osm
ir-jafarieh,ir-dash-kasan,adjacent,osm
ir-jafarieh,ir-sabalan-faze-1,adjacent,osm
ir-jafarieh,ir-ghods,adjacent,osm
ir-jafarieh,ir-mo-alem,adjacent,osm
ir-jafarieh,ir-ali-abad,adjacent,osm
ir-jafarieh,ir-r20197190,adjacent,osm
ir-shahrak-andisheh-2,ir-r14379447,adjacent,osm
ir-shahrak-andisheh-2,ir-shahrak-isar,adjacent,osm
ir-shahrak-andisheh-2,ir-shahrak-zibashahr-2,adjacent,osm
ir-zamani,ir-javadiyeh,adjacent,osm
ir-zamani,ir-w624645059,adjacent,osm
ir-zamani,ir-w625040529,adjacent,osm
ir-zamani,ir-pasdaran,adjacent,osm
ir-zamani,ir-w624728328,adjacent,osm
ir-zamani,ir-pasdaran-square-shah-hoseyni-blv,adjacent,osm
ir-zamani,ir-chaman-chopan,adjacent,osm
ir-zamani,ir-w625038925,adjacent,osm
ir-w624643621,ir-javadiyeh,adjacent,osm
ir-w624643621,ir-w624645059,adjacent,osm
ir-w624643621,ir-w625040529,adjacent,osm
ir-w624643621,ir-pasdaran,adjacent,osm
ir-w624643621,ir-w624728328,adjacent,osm
ir-w624643621,ir-pasdaran-square-shah-hoseyni-blv,adjacent,osm
ir-w624643621,ir-chaman-chopan,adjacent,osm
ir-w624643621,ir-w625038925,adjacent,osm
ir-haji-abad,ir-kamiz,adjacent,osm
ir-haji-abad,ir-shahrak-panje-azar,adjacent,osm
ir-haji-abad,ir-shahrak-vahdat,adjacent,osm
ir-javadiyeh,ir-w624646391,adjacent,osm
ir-javadiyeh,ir-mahdiyeh,adjacent,osm
ir-javadiyeh,ir-w625040529,adjacent,osm
ir-javadiyeh,ir-pasdaran,adjacent,osm
ir-w624645059,ir-w624646391,adjacent,osm
ir-w624645059,ir-mahdiyeh,adjacent,osm
ir-w624645059,ir-w625040529,adjacent,osm
ir-w624645059,ir-pasdaran,adjacent,osm
ir-shahrak-vahdat,ir-shahrak-panje-azar,adjacent,osm
ir-mahdiyeh,ir-shokriyeh,adjacent,osm
ir-mahdiyeh,ir-w624653131,adjacent,osm
ir-mahdiyeh,ir-pastor,adjacent,osm
ir-mahdiyeh,ir-w625124636,adjacent,osm
ir-mahdiyeh,ir-w625042931,adjacent,osm
ir-mahdiyeh,ir-shariati-crossroad,adjacent,osm
ir-mahdiyeh,ir-w625040529,adjacent,osm
ir-mahdiyeh,ir-pasdaran,adjacent,osm
ir-w624646391,ir-shokriyeh,adjacent,osm
ir-w624646391,ir-w624653131,adjacent,osm
ir-w624646391,ir-pastor,adjacent,osm
ir-w624646391,ir-w625124636,adjacent,osm
ir-w624646391,ir-w625042931,adjacent,osm
ir-w624646391,ir-shariati-crossroad,adjacent,osm
ir-w624646391,ir-w625040529,adjacent,osm
ir-w624646391,ir-pasdaran,adjacent,osm
ir-shahrak-panje-azar,ir-kamiz,adjacent,osm
ir-kamiz,ir-padegan-2,adjacent,osm
ir-yakhsazi,ir-esteghamat-1,adjacent,osm
ir-yakhsazi,ir-shahid-eftekhari,adjacent,osm
ir-yakhsazi,ir-rashtian,adjacent,osm
ir-yakhsazi,ir-siya-estalkh,adjacent,osm
ir-baraati,ir-park-jangali-2,adjacent,osm
ir-baraati,ir-sheikh-tappeh,adjacent,osm
ir-baraati,ir-meysam,adjacent,osm
ir-rashtian,ir-esteghamat-1,adjacent,osm
ir-rashtian,ir-chomarsara,adjacent,osm
ir-rashtian,ir-bisotun,adjacent,osm
ir-rashtian,ir-siya-estalkh,adjacent,osm
ir-shokriyeh,ir-w624656958,adjacent,osm
ir-shokriyeh,ir-honarestan-dibaj,adjacent,osm
ir-shokriyeh,ir-pastor,adjacent,osm
ir-shokriyeh,ir-w625124636,adjacent,osm
ir-w624653131,ir-w624656958,adjacent,osm
ir-w624653131,ir-honarestan-dibaj,adjacent,osm
ir-w624653131,ir-pastor,adjacent,osm
ir-w624653131,ir-w625124636,adjacent,osm
ir-esteghamat-1,ir-soleymandarab,adjacent,osm
ir-esteghamat-1,ir-esteghamate-2,adjacent,osm
ir-esteghamat-1,ir-r20192934,adjacent,osm
ir-esteghamat-1,ir-rodbari,adjacent,osm
ir-esteghamat-1,ir-chomarsara,adjacent,osm
ir-esteghamat-1,ir-shahid-eftekhari,adjacent,osm
ir-golshan,ir-r20194083,adjacent,osm
ir-golshan,ir-r20193911,adjacent,osm
ir-golshan,ir-kani-kozala,adjacent,osm
ir-shahrak-zibashahr-2,ir-shahrak-isar,adjacent,osm
ir-shahrak-zibashahr-2,ir-alvaj,adjacent,osm
ir-shahrak-zibashahr-2,ir-r15740141,adjacent,osm
ir-molavi,ir-rah-rey,adjacent,osm
ir-molavi,ir-sepah-2,adjacent,osm
ir-molavi,ir-salamgah,adjacent,osm
ir-molavi,ir-navab-safavi-south,adjacent,osm
ir-molavi,ir-bazar-2,adjacent,osm
ir-molavi,ir-taleghani-4,adjacent,osm
