code,name,name_en,kind,parent,in_path,latitude,longitude,source
ir-w111270602,احسان,,street,ir-r16192815,True,32.401271,48.422694,osm:w111270602
ir-w1112911204,زوات,,street,ir-chalus,True,36.650844,51.405498,osm:w1112911204
ir-w111343452,فردوسی,,street,ir-r16192815,True,32.393964,48.420292,osm:w111343452
ir-w1115016789,کنار گذر نیایش,,street,ir-karshenasan,True,38.206266,48.252724,osm:w1115016789
ir-w1115016791,زیر گذر نیایش,,street,ir-karshenasan,True,38.205574,48.252086,osm:w1115016791
ir-w1115931308,نرگس,,street,ir-pardis-3,True,31.291836,48.598175,osm:w1115931308
ir-w1115950145,کنارگذر مفتح,,street,ir-kuye-afsaran,True,36.844648,54.397357,osm:w1115950145
ir-w111633733,شریعتی غربی,,street,ir-r17351822,True,38.429519,45.769546,osm:w111633733
ir-w1116370596,ساحل شرقی,,street,ir-r15049193,True,32.63702,51.33093,osm:w1116370596
ir-w1116944306,شهید عربی,,street,ir-ayask,True,33.892392,58.375168,osm:w1116944306
ir-w1117131291,پایین,,street,ir-arazi-artesh,True,36.685091,48.484033,osm:w1117131291
ir-w1117751080,شهید رنجبر,,street,ir-r17351822,True,38.435076,45.774433,osm:w1117751080
ir-w1118561722,معلم شمالی,,street,ir-miyaneh,True,37.429479,47.70736,osm:w1118561722
ir-w1118584903,فرهنگ,,street,ir-savalan,True,37.53211,45.111441,osm:w1118584903
ir-w1119105439,کرامت,,street,ir-r20216242,True,31.892116,54.40486,osm:w1119105439
ir-shahid-fatemizadeh-st-2,شهید فاطمی زاده,Shahid Fatemizadeh St.,street,ir-kooye-tolab,True,31.294981,48.680928,osm:w1119531945
ir-major-general-martyr-mirjafar-seyyed-fatemi-st-2,سرلشکر شهید میرجعفر سیدفاطمی,Major General Martyr Mirjafar Seyyed Fatemi St.,street,ir-janbazan-2,True,38.221522,48.280145,osm:w1119867741
ir-w1120060981,نبوت,,street,ir-r17341109,True,33.52723,47.598238,osm:w1120060981
ir-jahad-jonoubi,جهاد جنوبی,Jahad Jonoubi,street,ir-r17341109,True,33.527998,47.602393,osm:w1120205436
ir-w1120266910,چشم انداز,,street,ir-emam-reza-2,True,36.822289,54.440627,osm:w1120266910
ir-w1120726850,گلستان,,street,ir-shahrak-daneshgah,True,31.288046,48.61547,osm:w1120726850
ir-negaran-st-2,نگاران,Negaran St.,street,ir-saravan,True,27.381154,62.333637,osm:w1120931409
ir-w1122268164,نصر ۵,,street,ir-r20193773,True,27.192927,56.259994,osm:w1122268164
ir-w1122852730,امام رضا,,street,ir-chahestaniha,True,27.200903,56.298969,osm:w1122852730
ir-w1124476543,مطهری,,street,ir-r17341109,True,33.537343,47.621814,osm:w1124476543
ir-w1124476545,اولاد قباد,,street,ir-r17341109,True,33.539899,47.599863,osm:w1124476545
ir-w1124971048,فرهنگ,,street,ir-molla-sadra,True,32.677832,51.734212,osm:w1124971048
ir-w1124977094,شهید خلیل حسن بیگی,,street,ir-khalil-hasan-beygi,True,31.889011,54.323033,osm:w1124977094
ir-w1124977095,شهید خلیل حسن بیگی,,street,ir-sherkat-naft,True,31.88932,54.322871,osm:w1124977095
ir-w1124984926,شهید دکتر آیت شمالی,,street,ir-molla-sadra,True,32.678663,51.727797,osm:w1124984926
ir-w1124988262,شهید دکتر آیت جنوبی,,street,ir-molla-sadra,True,32.676331,51.728953,osm:w1124988262
ir-w1125045049,قدس,,street,ir-khajeh-amid,True,32.667384,51.720503,osm:w1125045049
ir-w1125048481,فلکه ابن سینا,,street,ir-r16717096,True,32.673903,51.687122,osm:w1125048481
ir-w1125048482,فلکه ابن سینا,,street,ir-r16717221,True,32.673725,51.687002,osm:w1125048482
ir-w1125050852,فلکه ابن سینا,,street,ir-r16717140,True,32.673535,51.687302,osm:w1125050852
ir-niru-street-3,نیرو,Niru Street,street,ir-hamedanian,True,32.649605,51.721767,osm:w1125169666
ir-w1125568922,شهید کارگرمحبی,,street,ir-eslamiyeh,True,34.057975,58.233005,osm:w1125568922
ir-w1125577670,رهبری,,street,ir-r17341109,True,33.531496,47.600753,osm:w1125577670
ir-shohada-23,شهدا,Shohada,street,ir-eistgah-sakhteman,True,37.356249,49.639858,osm:w1125922672
ir-persepolis-2,پرسپولیس,Persepolis,street,ir-r17448470,True,29.783485,52.675047,osm:w1126008526
ir-w1126426333,شهید سلیمانی,,street,ir-r16203130,True,37.279982,49.371745,osm:w1126426333
ir-w1126426334,پل غلامی,,street,ir-r16203130,True,37.277925,49.373461,osm:w1126426334
ir-w1126432774,ولیعصر,,street,ir-nayband-shomali,True,27.200968,56.318147,osm:w1126432774
ir-niru-street-4,نیرو,Niru Street,street,ir-shahrak-fazel-baharan,True,32.649923,51.72183,osm:w1126653531
ir-w1126733826,خالد نبی,,street,ir-r8768507,True,37.247372,55.155397,osm:w1126733826
ir-w1126844104,شهید جهانبخش,,street,ir-mehrshahr,True,31.355841,48.667247,osm:w1126844104
ir-w1126863263,ظهور,,street,ir-fuladshahr,True,32.525098,51.359103,osm:w1126863263
ir-w1127412996,بولوار پرستار,,street,ir-razmandegan-town,True,29.072873,58.392859,osm:w1127412996
ir-imam-ali-square-14,امام علی,Imam Ali square,street,ir-r16717498,True,32.66711,51.685549,osm:w1127484281
ir-w112798755,قائم آل محمد,,street,ir-boshruyeh,True,33.861946,57.414794,osm:w112798755
ir-jey-street-13,جی غربی,Jey Street,street,ir-r17231633,True,32.656266,51.727562,osm:w1128216879
ir-jey-street-14,جی غربی,Jey Street,street,ir-r17231676,True,32.656634,51.733117,osm:w1128216880
ir-meraj-square-7,معراج,Meraj Square,street,ir-fajr-2,True,32.683839,51.723808,osm:w1128328343
ir-w1128446257,صادقیه پنجم,,street,ir-payegah-havaie,True,27.23102,56.364148,osm:w1128446257
ir-w1130836472,فلکه حافظ,,street,ir-street-17-shahrivar,True,36.219343,58.791271,osm:w1130836472
ir-w1131049265,تختی,,street,ir-r17351849,True,33.459678,49.446712,osm:w1131049265
ir-w1131535768,شهید عباس نیلفروشان,,street,ir-pinart,True,32.611868,51.759927,osm:w1131535768
ir-w1132106673,طالقانی,,street,ir-r17353421,True,31.830588,49.872538,osm:w1132106673
ir-w1132107189,فلسطین,,street,ir-r17353421,True,31.826235,49.869653,osm:w1132107189
ir-w1132107656,شهید مطهری,,street,ir-r17353421,True,31.828651,49.872452,osm:w1132107656
ir-w1132380931,صادقی نسب,,street,ir-r17351849,True,33.445005,49.462459,osm:w1132380931
ir-eftekhari-boulevard-2,افتخاری,Eftekhari Boulevard,street,ir-r20192894,True,37.273146,49.527608,osm:w1133362954
ir-motahari-street-6,شهید مطهری,Motahari Street,street,ir-lonban,True,32.64568,51.643965,osm:w1133457627
ir-w1133471907,شهید شریف,,street,ir-bolvar-jomhouri,True,31.915182,54.31944,osm:w1133471907
ir-w1133520397,الغدیر,,street,ir-r17133261,True,36.571407,51.971182,osm:w1133520397
ir-w1133987441,کنارگذر خرازی,,street,ir-saeb,True,32.642901,51.64096,osm:w1133987441
ir-jishir-2,جی شیر,Jishir,street,ir-r17241262,True,32.63059,51.750409,osm:w1133987453
ir-ahmad-abad-street-3,احمد آباد,Ahmad Abad Street,street,ir-r16717579,True,32.660398,51.684293,osm:w1134103676
ir-parvin-etesami-street-8,پروین اعتصامی,Parvin Etesami Street,street,ir-fajr-2,True,32.684198,51.712764,osm:w1134103680
ir-w1135146566,سه راه افلاطونیان,,street,ir-r8842751,True,29.099148,58.314053,osm:w1135146566
ir-w1135534513,عمار یاسر,,street,ir-boshruyeh,True,33.861982,57.430109,osm:w1135534513
ir-w1135662957,مالک اشتر,,street,ir-boshruyeh,True,33.862148,57.431494,osm:w1135662957
ir-parvin-etesami-street-9,پروین اعتصامی,Parvin Etesami Street,street,ir-sarvestan,True,32.661588,51.709915,osm:w1135738717
ir-tohid-boulevard-2,توحید,Tohid Boulevard,street,ir-enghelab-4,True,35.722257,53.36624,osm:w1136362201
ir-w1136414979,آزادشهر - علی‌ آباد - گرگان,,street,ir-r16202773,True,37.034177,55.045912,osm:w1136414979
ir-w1136418884,لب خندق,,street,ir-r20216239,True,31.902194,54.374241,osm:w1136418884
ir-w1136644644,هفده شهریور,,street,ir-r17351911,True,33.479109,49.061233,osm:w1136644644
ir-w1136767308,ایثار,,street,ir-boshruyeh,True,33.8527,57.417103,osm:w1136767308
ir-w1136942346,نخلستان,,street,ir-r18748400,True,36.391366,54.972954,osm:w1136942346
ir-w1137835770,شهید فیاضیان,,street,ir-eslamiyeh,True,34.058624,58.22948,osm:w1137835770
ir-chaharbagh-bala-street-3,چهار باغ بالا,Chaharbagh Bala Street,street,ir-r17231189,True,32.641197,51.66714,osm:w1137872002
ir-w1138592598,هجده متری پیروزی,,street,ir-r15736473,True,38.094176,46.218391,osm:w1138592598
ir-w1138623851,اطلسی ۱۹,,street,ir-safaeiye,True,31.84332,54.373797,osm:w1138623851
ir-w1138623852,ملاصدرا ۱۷,,street,ir-safaeiye,True,31.843348,54.372502,osm:w1138623852
ir-w1138623855,مجدالعلما ۴,,street,ir-safaeiye,True,31.840598,54.368172,osm:w1138623855
ir-w1138623856,بهار,,street,ir-safaeiye,True,31.840641,54.36542,osm:w1138623856
ir-chaharbagh-bala-street-4,چهار باغ بالا,Chaharbagh Bala Street,street,ir-barberry-garden,True,32.640039,51.666834,osm:w1140209250
ir-w1140814767,مریانج.حیدره,,street,ir-w625149809,True,34.806034,48.462485,osm:w1140814767
ir-bahar-azadi-street,بهار آزادی,Bahar Azadi Street,street,ir-eslamiyeh,True,34.048633,58.218502,osm:w114414161
ir-w114414230,شهید مطهری,,street,ir-eslamiyeh,True,34.044393,58.216508,osm:w114414230
ir-ferdowsi-st-2,فردوسی,Ferdowsi St,street,ir-eslamiyeh,True,34.045855,58.223267,osm:w114414269
ir-w114414318,شهید افرازنده,,street,ir-eslamiyeh,True,34.040239,58.227185,osm:w114414318
ir-w114414349,جمهوری اسلامی,,street,ir-eslamiyeh,True,34.047043,58.213572,osm:w114414349
ir-w114414376,شهید مختارنیا,,street,ir-eslamiyeh,True,34.03925,58.222706,osm:w114414376
ir-w114414435,امام حسین,,street,ir-eslamiyeh,True,34.042091,58.22142,osm:w114414435
ir-w114414489,انقلاب اسلامی,,street,ir-eslamiyeh,True,34.045855,58.223267,osm:w114414489
ir-abureyhan-street,ابوریحان,Abureyhan Street,street,ir-eslamiyeh,True,34.043156,58.220026,osm:w114414494
ir-w114414579,شهید نیکودل,,street,ir-eslamiyeh,True,34.040416,58.224402,osm:w114414579
ir-northern-shahid-beheshti,شهید بهشتی شمالی,Northern Shahid Beheshti,street,ir-eslamiyeh,True,34.049253,58.210645,osm:w114414763
ir-w114414901,همافران,,street,ir-eslamiyeh,True,34.039459,58.229016,osm:w114414901
ir-basij-square-12,بسیج,Basij Square,street,ir-eslamiyeh,True,34.055464,58.230043,osm:w114414920
ir-w114414947,غدیر اسلامیه,,street,ir-eslamiyeh,True,34.036026,58.209412,osm:w114414947
ir-w114414956,۲۲ بهمن,,street,ir-eslamiyeh,True,34.037636,58.217212,osm:w114414956
ir-w114415039,شهید هاشمی نژاد,,street,ir-eslamiyeh,True,34.041737,58.20825,osm:w114415039
ir-w1144264887,راجی,,street,ir-r10182213,True,32.701591,51.487302,osm:w1144264887
ir-w1145439119,آناهیتا,,neighbourhood,ir-district-7-4,True,34.388698,47.085371,osm:w1145439119
ir-sari-khazarabad-road,فرح آباد - دریا,Sari - Khazarabad Road,street,ir-district-1-4,True,36.597293,53.064483,osm:w1145616692
ir-velayat-boulevard-16,ولایت,Velayat Boulevard,street,ir-sang-sefid,True,34.778397,48.524734,osm:w1147012908
ir-w1147064661,دکتر شریعتی,,street,ir-r17133257,True,36.573169,52.015162,osm:w1147064661
ir-noruzi,شهید نوروزی,Noruzi,street,ir-maryanaj,True,34.826839,48.461546,osm:w1147280885
ir-w1148483035,شموشک,,street,ir-r17351642,True,36.650838,51.512403,osm:w1148483035
ir-w1148493347,مهر جنوبی,,street,ir-r12981899,True,35.657556,50.909564,osm:w1148493347
ir-w1148815669,راران,,street,ir-r17231807,True,32.665407,51.761965,osm:w1148815669
ir-khomini-4,امام خمینی خوراسگان,Khomini,street,ir-r17231837,True,32.655805,51.757809,osm:w1148815674
ir-w1149375467,فرهنگ صدرا,,street,ir-phase-1,True,29.816777,52.477873,osm:w1149375467
ir-w1149375468,شیراز صدرا ,,street,ir-phase-1,True,29.816278,52.47743,osm:w1149375468
ir-w1149490840,پیامبر اعظم,,street,ir-district-8-3,True,34.303619,47.040611,osm:w1149490840
ir-w1149819798,شهید مطهری,,street,ir-darvazeh-shapour,True,37.560391,45.068824,osm:w1149819798
ir-w114982571,هدایت,,street,ir-nehbandan,True,31.532731,60.045072,osm:w114982571
ir-w114982614,خوشکردار,,street,ir-nehbandan,True,31.537885,60.034481,osm:w114982614
ir-w114982619,شهید رجایی,,street,ir-nehbandan,True,31.545928,60.042519,osm:w114982619
ir-w114982622,شهید کبریایی,,street,ir-nehbandan,True,31.536095,60.043481,osm:w114982622
ir-w1149826331,لاله,,street,ir-w624701638,True,34.78596,48.530545,osm:w1149826331
ir-w114982692,شهید باهنر,,street,ir-nehbandan,True,31.543868,60.027788,osm:w114982692
ir-w114982698,قائم شرقی,,street,ir-nehbandan,True,31.534489,60.045534,osm:w114982698
ir-w114982699,استقلال,,street,ir-nehbandan,True,31.5362,60.029575,osm:w114982699
ir-w114982708,هاشمی پور,,street,ir-nehbandan,True,31.539973,60.025738,osm:w114982708
ir-w114982766,شهدا,,street,ir-nehbandan,True,31.533641,60.037566,osm:w114982766
ir-darvazeh-dowlat-2,امام حسین,darvazeh Dowlat,street,ir-r16713339,True,32.657494,51.669152,osm:w1149978736
ir-mahdieh-street-4,مهدیه,Mahdieh Street,street,ir-shahrak-fazel-baharan,True,32.652404,51.72837,osm:w1150426351
ir-w1150426353,شهید رجایی,,street,ir-shahrak-fazel-baharan,True,32.651576,51.732386,osm:w1150426353
ir-w1151020424,آناهیتا,,street,ir-sareyn,True,38.150659,48.063574,osm:w1151020424
ir-bayat-boulevard-4,بیات,Bayat Boulevard,street,ir-district-1-7,True,35.716206,50.95741,osm:w1151339582
ir-w1151388700,مالاریا,,street,ir-r17580864,True,33.405579,49.701003,osm:w1151388700
ir-w1151388921,گلزار,,street,ir-r17580864,True,33.407431,49.698831,osm:w1151388921
ir-hakim-nezami-street-3,حکیم نظامی,Hakim Nezami Street,street,ir-barberry-garden,True,32.641376,51.65349,osm:w1152603773
ir-w1153119848,فلکه هلیکوپتر,,street,ir-saravan,True,27.373901,62.323767,osm:w1153119848
ir-w1153129470,شهدای ورزشکار,,street,ir-r13406345,True,32.735703,51.708423,osm:w1153129470
ir-hezar-jarib-3,هزارجریب,Hezar Jarib,street,ir-r20190192,True,32.615344,51.663669,osm:w1153239209
ir-w1153341012,سینا,,street,ir-w625257991,True,37.579723,45.229511,osm:w1153341012
ir-w1153413536,شفاعت,,street,ir-shahrak-eshohada,True,36.671238,48.456792,osm:w1153413536
ir-shams-abadi-street-4,شمس آبادی,Shams Abadi Street,street,ir-abbas-abad-6,True,32.645857,51.665404,osm:w1153442757
ir-shohada-square-37,شهدا,Shohada Square,street,ir-r16717271,True,32.671648,51.671288,osm:w1153446103
ir-shohada-square-38,شهدا,Shohada Square,street,ir-r16713342,True,32.671849,51.670846,osm:w1153446104
ir-w1154179821,پل ولایت,,street,ir-vali-asr-2,True,38.051303,46.375796,osm:w1154179821
ir-w1154673446,عدالت,,street,ir-r17349222,True,36.635658,53.274071,osm:w1154673446
ir-w1156214207,شهید سلیمانی,,street,ir-r17580861,True,33.411709,49.660307,osm:w1156214207
ir-w1156214209,الیگودرز - ازنا,,street,ir-r17580861,True,33.411358,49.660387,osm:w1156214209
ir-w1156951095,جهاد گران آسمانی,,street,ir-nehbandan,True,31.538082,60.032541,osm:w1156951095
ir-w1157277001,پیربازار - ضیابر,,street,ir-pirbazar,True,37.343888,49.546486,osm:w1157277001
ir-w1157374741,شهدای صنعت نفت,,street,ir-kouye-mahdis,True,31.256834,48.714308,osm:w1157374741
ir-ferdowsi-13,فردوسی,Ferdowsi,street,ir-oshtorinan-town,True,34.012397,48.642905,osm:w1157467127
ir-w1157584776,شهید عقیل خلیل زاده,,street,ir-shahrak-janbazan,True,37.197292,49.997413,osm:w1157584776
ir-w1157584777,شهید عقیل خلیل زاده,,street,ir-fayaz,True,37.19695,49.998424,osm:w1157584777
ir-w1157939530,پردیس ,,street,ir-district-8-3,True,34.302554,47.038574,osm:w1157939530
ir-w1158433851,کوی اندیشه,,street,ir-r8768507,True,37.231596,55.173014,osm:w1158433851
ir-w115877954,شهید باهنر,,street,ir-r9715390,True,35.257935,58.288209,osm:w115877954
ir-ferdosi-2,فردوسی,Ferdosi,street,ir-r9715390,True,35.258433,58.286952,osm:w115878016
ir-w115878041,شهید عباسپور,,street,ir-r9715390,True,35.254693,58.289232,osm:w115878041
ir-motahhari-street-3,شهید مطهری,Motahhari street,street,ir-r9715390,True,35.255895,58.283984,osm:w115878190
ir-w115878262,مرکزی,,street,ir-r9715390,True,35.254825,58.287226,osm:w115878262
ir-23,امام خمینی 23,,street,ir-r9715390,True,35.249468,58.279309,osm:w115878356
ir-w1159700715,شهید رضائیان,,street,ir-r17341508,True,36.638092,52.899516,osm:w1159700715
ir-24-2,دانش 24,,street,ir-r17341508,True,36.645595,52.891202,osm:w1159700718
ir-w1159902305,ساحلی امیرکلا,,street,ir-r18161690,True,36.59335,52.663087,osm:w1159902305
ir-w1159902309,فدائیان اسلام,,street,ir-r18161690,True,36.595138,52.663018,osm:w1159902309
ir-w1160122109,شهید حمید کرملاچعب,,street,ir-r16270599,True,31.860733,48.756477,osm:w1160122109
ir-w1160664002,نماز,,street,ir-r17341329,True,37.787549,48.90728,osm:w1160664002
ir-khwaja-amid-3,خواجه عمید شمالی,Khwaja Amid,street,ir-molla-sadra,True,32.675315,51.729339,osm:w1161401311
ir-w1162257739,ناصر خسرو,,street,ir-r17353299,True,30.442844,48.18699,osm:w1162257739
ir-w1162438729,هفتم تیر,,street,ir-r16118739,True,38.283268,45.981404,osm:w1162438729
ir-w1162770771,شورا,,street,ir-r15100601,True,32.195766,51.506898,osm:w1162770771
ir-ayatollah-najafi-boulevard-4,آیت الله نجفی,Ayatollah Najafi Boulevard,street,ir-w212301637,True,34.827267,48.517484,osm:w1162922671
ir-eastern-amir-kabir,امیر کبیر شرقی,Eastern Amir Kabir,street,ir-kooye-farhangian,True,27.191069,56.299678,osm:w1163122314
ir-w1163396294,ساحلی,,street,ir-r16730388,True,38.416529,48.47153,osm:w1163396294
ir-kaj-3,کاج غربی,Kaj,street,ir-khaneh-esfahan,True,32.704895,51.63004,osm:w116353780
ir-w1163544507,مین آباد,,street,ir-r16730388,True,38.435556,48.490068,osm:w1163544507
ir-7th-tir-boulevard-8,هفت تیر,7th Tir boulevard,street,ir-w624944664,True,38.075064,46.325312,osm:w1163566996
ir-w1163827309,کوی نهضت,,street,ir-bakeri,True,37.544247,45.073204,osm:w1163827309
ir-w1165235369,گلسار ۵,,street,ir-keshavarzi,True,38.245253,48.270135,osm:w1165235369
ir-w1165397710,شهید حسن زاده ۱۱,,street,ir-r18161690,True,36.589097,52.671517,osm:w1165397710
ir-w1165631242,عبدالجلیل کر - آزادی ۸,,street,ir-r17341402,True,36.903512,54.069054,osm:w1165631242
ir-w1165632332,ژاندارمری - آزادی ۱۰,,street,ir-r17341402,True,36.901901,54.069488,osm:w1165632332
ir-w1165637395,حافظی - آزادی ۶,,street,ir-r17341402,True,36.905023,54.069329,osm:w1165637395
ir-w1167429275,درب بهشت زهرا,,street,ir-district-3-4,True,34.303696,47.101678,osm:w1167429275
ir-w1167526666,بنفشه,,street,ir-hadish,True,27.168393,56.2332,osm:w1167526666
ir-w1167558732,هیرکان ۲,,street,ir-site-edari-ostandari,True,36.843607,54.381271,osm:w1167558732
ir-w1167558750,سی متری رسالت,,street,ir-koy-shahrvand,True,36.847343,54.424397,osm:w1167558750
ir-w1167558751,شهید رجایی,,street,ir-koy-shahrvand,True,36.847558,54.422975,osm:w1167558751
ir-w1167558752,سی متری رسالت,,street,ir-sabzeh-mashhad,True,36.847294,54.424494,osm:w1167558752
ir-w1167558755,پوربدری,,street,ir-kuye-javadieh,True,36.85086,54.428733,osm:w1167558755
ir-w1167558756,سی متری رسالت,,street,ir-baharestan-2,True,36.847151,54.445732,osm:w1167558756
ir-w1167558764,شهید بهشتی,,street,ir-qazaq-mahaleh,True,36.843183,54.445278,osm:w1167558764
ir-w1168240734,امام حسن مجتبی,,street,ir-enghelab-5,True,36.837231,54.457386,osm:w1168240734
ir-w1168240735,امام حسن مجتبی,,street,ir-motahhari-jonubi,True,36.83715,54.457434,osm:w1168240735
ir-w1169240362,مادر,,street,ir-moeenzadeh,True,31.276506,48.62677,osm:w1169240362
ir-w1169735499,معلم,,street,ir-miyaneh,True,37.428325,47.70557,osm:w1169735499
ir-w117102326,حسن رضایی,,street,ir-r20216242,True,31.901233,54.406499,osm:w117102326
ir-saberyazdi-boulevard,صابر یزدی غربی,Saberyazdi Boulevard,street,ir-nasr-abad-2,True,31.92302,54.367896,osm:w117102345
ir-w117102368,فرهنگ,,street,ir-azad-shahr-2,True,31.855741,54.30267,osm:w117102368
ir-w117102377,شهدای محمودآباد,,street,ir-bolvar-jomhouri,True,31.927234,54.326404,osm:w117102377
ir-w117102379,چاوشیان,,street,ir-janat-abad,True,31.910765,54.363759,osm:w117102379
ir-boulevard-moshir,مشیر,Boulevard Moshir,street,ir-kasnaviah,True,31.919425,54.340374,osm:w117102441
ir-w117102443,آیت الله خامنه ای,,street,ir-khamene-ei,True,31.856288,54.338985,osm:w117102443
ir-w117102461,حمیدیا,,street,ir-kooye-rah-ahan,True,31.870322,54.348362,osm:w117102461
ir-w117102467,مناجات,,street,ir-mehravaran,True,31.815939,54.354138,osm:w117102467
ir-w117102471,همافر,,street,ir-khalil-hasan-beygi,True,31.876604,54.331322,osm:w117102471
ir-amir-kabir-sqr,امیرکبیر (فلکه اول),Amir Kabir Sqr,street,ir-azad-shahr-2,True,31.875839,54.312683,osm:w117102474
ir-w117102486,پرفسور حسابی,,street,ir-shahrak-daneshgah-2,True,31.849718,54.364559,osm:w117102486
ir-w117102490,بنافتی زاده,,street,ir-r20193587,True,31.875412,54.395373,osm:w117102490
ir-w117102493,بنافتی زاده,,street,ir-r8677281,True,31.873639,54.396087,osm:w117102493
ir-w117102510,امام حسن,,street,ir-nabarvari,True,31.838222,54.379699,osm:w117102510
ir-daneshjoo-boulevard-6,دانشجو,Daneshjoo Boulevard,street,ir-kooye-rah-ahan,True,31.86917,54.351271,osm:w117102530
ir-w117102536,اشترزاده,,street,ir-r20193554,True,31.894975,54.379163,osm:w117102536
ir-w117102541,علامه جعفری,,street,ir-r20193588,True,31.899791,54.393533,osm:w117102541
ir-w117102544,آیت الله مدنی,,street,ir-zangi,True,31.912894,54.37214,osm:w117102544
ir-janbaz-2,جانباز,Janbaz,street,ir-eyshabad,True,31.869208,54.332622,osm:w117102562
ir-kowsar,کوثر,Kowsar,street,ir-azar-yazdi,True,31.87064,54.344813,osm:w117102576
ir-w117102591,شهدای یگان ویژه,,street,ir-kooye-rah-ahan,True,31.865111,54.350703,osm:w117102591
ir-w117102598,شهدای حسن آباد,,street,ir-r20216242,True,31.900392,54.406561,osm:w117102598
ir-w117102601,پژوهش,,street,ir-r8687942,True,31.83734,54.362245,osm:w117102601
ir-w117102625,شهدای راه آهن,,street,ir-kooye-rah-ahan,True,31.864968,54.34557,osm:w117102625
ir-modarres-boulevard-6,مدرس,Modarres Boulevard,street,ir-akram-abad,True,31.877874,54.394757,osm:w117102627
ir-w117102640,پل باهنر,,street,ir-pole-navab,True,31.884206,54.345764,osm:w117102640
ir-12-44,مسجد بتول- 12 دهقان منشادی-44 واعظ,,street,ir-azad-shahr-2,True,31.879102,54.309092,osm:w117102674
ir-17-shahrivar-2,هفده شهریور,17 Shahrivar,street,ir-emem-shahr,True,31.893126,54.330666,osm:w117102678
ir-w117102689,شهید دهقان,,street,ir-eskan,True,31.883268,54.308951,osm:w117102689
ir-w117102703,توحید,,street,ir-mehravaran,True,31.819724,54.360321,osm:w117102703
ir-shahid-sadughi-north-2,شهید صدوقی شمالی,Shahid Sadughi (north),street,ir-pole-navab,True,31.884504,54.346472,osm:w117102744
ir-w117102768,امام رضا,,street,ir-r20193560,True,31.906593,54.393846,osm:w117102768
ir-w117102785,طلائیه,,street,ir-r20216242,True,31.894655,54.398568,osm:w117102785
ir-w117102797,زیرگذر میدان امام حسین,,street,ir-kooye-rah-ahan,True,31.871403,54.350023,osm:w117102797
ir-w117102798,کاج,,street,ir-r20216460,True,31.899865,54.255207,osm:w117102798
ir-w117102800,استقلال,,street,ir-bolvar-jomhouri,True,31.925311,54.324339,osm:w117102800
ir-w117102813,آیت الله هاشمی رفسنجانی,,street,ir-shahrak-andishe-2,True,31.799832,54.3707,osm:w117102813
ir-w117102834,رضا پاکنژاد,,street,ir-sar-do-rah,True,31.886494,54.345061,osm:w117102834
ir-33-32,مسجد امام حسن عسکری-33  واعظ-32 معراج,,street,ir-azad-shahr-2,True,31.873482,54.315535,osm:w117102844
ir-w117102870,علم پرواز,,street,ir-r20216457,True,31.904538,54.290425,osm:w117102870
ir-w117102882,باهنر,,street,ir-pole-navab,True,31.879038,54.34746,osm:w117102882
ir-shohada-square-12,شهدا,Shohada Square,street,ir-r20216356,True,31.920405,54.385604,osm:w117102891
ir-w117102905,مهر,,street,ir-dakhme,True,31.825771,54.360119,osm:w117102905
ir-w117102915,شهید دستغیب,,street,ir-r20216356,True,31.918772,54.377791,osm:w117102915
ir-w117102942,امام محمد باقر,,street,ir-r20216200,True,31.866967,54.381335,osm:w117102942
ir-w117102968,سلطان پناه,,street,ir-zangi,True,31.91725,54.376692,osm:w117102968
ir-shahid-abedi-boulevard,شهید منصور عابدی,Shahid Abedi Boulevard,street,ir-zeytoon,True,31.889551,54.331153,osm:w117102976
ir-6-8,سعدی- 6موسیبن جعفر- 8 ابوریحان,,street,ir-azad-shahr-2,True,31.872665,54.302374,osm:w117102979
ir-aalem-square,عالم,Aalem Square,street,ir-daneshgah-oloom-pezeshki,True,31.842859,54.352103,osm:w117102986
ir-w117103031,حاج ابوالقاسم رشتی,,street,ir-kooye-rah-ahan,True,31.860798,54.356707,osm:w117103031
ir-w117103038,آیت الله هاشمی رفسنجانی,,street,ir-r18441325,True,31.792651,54.379289,osm:w117103038
ir-w117103053,جعفرزاده,,street,ir-seda-va-sima,True,31.800515,54.391428,osm:w117103053
ir-esteghlal-boulevard-5,استقلال,Esteghlal Boulevard,street,ir-kasnaviah,True,31.92204,54.353613,osm:w117103066
ir-w117103073,شهید محمدرضا باغشاهی,,street,ir-kheyrabad-2,True,31.863771,54.314299,osm:w117103073
ir-saberyazdi-boulevard-2,صابر یزدی,Saberyazdi Boulevard,street,ir-r20216356,True,31.919173,54.374078,osm:w117103104
ir-w117103128,شهیدان اشرف,,street,ir-golestan,True,31.828627,54.363496,osm:w117103128
ir-shahid-jokar,شهید موحدین(جوکار),Shahid Jokar,street,ir-poshte-varzeshgah,True,31.867115,54.320485,osm:w117103131
ir-w117103197,اشترزاده,,street,ir-r20193557,True,31.899225,54.386292,osm:w117103197
ir-police-square,پلیس,Police Square,street,ir-kooye-rah-ahan,True,31.866701,54.346006,osm:w117103214
ir-w117103224,آیت الله مدنی,,street,ir-rahim-abad,True,31.912974,54.372098,osm:w117103224
ir-w117103295,استقلال,,street,ir-mard-abad,True,31.929461,54.333066,osm:w117103295
ir-13-4,عبدالعظیم حسنی-13 موسی بن جعفر,,street,ir-azad-shahr-2,True,31.87134,54.29734,osm:w117103304
