place,name,kind,source
ir-w202628819,22th Bahman,spelling,osm
ir-salmas-square,میدان فرح بخش,old,osm
ir-salmas-square,میدان سلماس,spelling,osm
ir-persian-gulf-boulevard-6,بلوار خلیج فارس,colloquial,osm
ir-w202763685,Azadi,spelling,osm
ir-w202763687,Danesh,spelling,osm
ir-w202763691,West Sahel,spelling,osm
ir-w202766891,Harir,spelling,osm
ir-w202813263,بلوار پناهپوری,colloquial,osm
ir-w202896177,میدان مادر,colloquial,osm
ir-w203027428,بلوار ولایت,colloquial,osm
ir-w203027433,بلوار ولایت,colloquial,osm
ir-w203027457,میدان معلم,colloquial,osm
ir-namaz-boulevard,بلوار شهید کسائیان,colloquial,osm
ir-namaz-boulevard-2,بلوار شهید کسائیان,colloquial,osm
ir-piroozi,طالقانی هفدهم,colloquial,osm
ir-shahid-soleimani-blvd-2,بزرگراه ولی عصر,old,osm
ir-defa-moqaddas-highway,بزرگراه دفاع مقدس,colloquial,osm
ir-payambare-azam-street,شیوه برایم,old,osm
ir-w203327424,بلوار مهر,colloquial,osm
ir-sayyah-taheri,فرزاد طاهری,colloquial,osm
ir-w203343774,بلوار آزادی,colloquial,osm
ir-w203344012,میدان شهید سلیمانی,colloquial,osm
ir-amiri-street,شلمچه,colloquial,osm
ir-arvand-saheli-st,خیابان اروند ساحلی,spelling,osm
ir-velayat-blvd-arousie-2,خیابان اروسیه,colloquial,osm
ir-oves-qarani-street,خیابان ویس القرنی,colloquial,osm
ir-w203413696,دولتانچک,old,osm
ir-w203413696,پلیس انقلاب,colloquial,osm
ir-w203479034,میدان راهیان نور,colloquial,osm
ir-shahid-soleimani-2,پاسداران,colloquial,osm
ir-w203484151,بلوار هفت تیر,colloquial,osm
ir-w204126966,چاسبی,colloquial,osm
ir-w204130717,حکیم جرجانی,colloquial,osm
ir-w204135157,کوثر شرقی,colloquial,osm
ir-w204383869,ذغال چال,colloquial,osm
ir-w204384005,میدان دانشجو,colloquial,osm
ir-shahidan-shamshirband-blvd,بلوار اصناف,colloquial,osm
ir-sayyad-shirazi-expressway-2,بزرگراه نیاوران,old,osm
ir-sayyad-shirazi-expressway-2,بزرگراه صیاد شیرازی,spelling,osm
ir-w204842933,فلکه ارتش,colloquial,osm
ir-khaled-islamboli-avenue,وزرا,old,osm
ir-w205057347,مازیار,colloquial,osm
ir-w205615285,بلوار ابن سینا,old,osm
ir-w205679193,بلوار شهید حسین عباسی,colloquial,osm
ir-w205681751,بلوار شهرداری,colloquial,osm
ir-w205685908,فلکه سردار ملی,colloquial,osm
ir-w205864724,کوچه رحیمی,old,osm
ir-ayalat-square,میدان ایالت,colloquial,osm
ir-rajaei-boulevard-2,بلوار رجایی,spelling,osm
ir-w205900909,میدان استقلال,colloquial,osm
ir-w205900933,میدان گمرک,colloquial,osm
ir-hormoz-boulevard,بلوار ژئوپارک,colloquial,osm
ir-khalij-fars-boulevard,بلوار خلیج فارس,spelling,osm
ir-velayat-square-4,میدان ولایت,spelling,osm
ir-ghol-uste-emam-hoseyn-square,میدان گول اوستی,colloquial,osm
ir-w205981319,حجه الاسلام حسنی,colloquial,osm
ir-poriaye-vali-square,خبرنگار,colloquial,osm
ir-w206840559,بنیاد شهید,colloquial,osm
ir-bahonar-street-5,خیابان نیاوران,old,osm
ir-karimi-street,بوعلی,old,osm
ir-sattar-khan-street-2,خیابان تاج,old,osm
ir-w206969271,سه راه امین,colloquial,osm
ir-emamzadeh-jafar-boulevard,بلوار امام جعفر صادق,colloquial,osm
ir-w207066170,امام خمینی 29,colloquial,osm
ir-w207066172,مهدی 35,colloquial,osm
ir-w207069174,بلوار سلیمان خاطر,colloquial,osm
ir-w207834446,اندیشه,colloquial,osm
ir-hafez-square-3,دهخدا,colloquial,osm
ir-w208096058,مهریز,old,osm
ir-w208136512,بولوار حکمت,colloquial,osm
ir-pourheydari,روشنایی,colloquial,osm
ir-w208701743,برق,colloquial,osm
ir-w208789583,بیست و پنج متری شکوفه,colloquial,osm
ir-mozafari-nia-2,سراج,old,osm
ir-w208789734,دویست وچهل و چهار شرقی,colloquial,osm
ir-shahid-rashid-street-4,Hengam Blvd,old,osm
ir-shahid-ghaffari-st,شمیران نو,colloquial,osm
ir-fatehan,پویش,colloquial,osm
ir-valiasr-street-6,پهلوی,old,osm
ir-w209019126,شریعت ۱۱,colloquial,osm
ir-w209019204,کوچه بهار,colloquial,osm
ir-w209019234,شریعت 10,colloquial,osm
ir-east-22th-bahman-street,فرحبخش شرقی,colloquial,osm
ir-w209723357,شیرازی ۲۴,colloquial,osm
ir-w209779052,میدان نیایش,colloquial,osm
ir-w209779072,شهید عزیز غلامی,colloquial,osm
ir-w210190052,اندیشه ۶,colloquial,osm
ir-enqelab-street,شاهرضا,old,osm
ir-enqelab-street-2,شاهرضا,old,osm
ir-enqelab-e-eslami-street-4,شاهرضا,old,osm
ir-roshandelan-bridge,شاهرضا,old,osm
ir-roshandelan-bridge-2,شاهرضا,old,osm
ir-north-saadi-street,لختی,old,osm
ir-w210304194,اکبرآباد,old,osm
ir-w210304194,هوشیار,colloquial,osm
ir-sepah-street-2,پل چوبی,old,osm
ir-adib-boulevard-2,بلوار ادیب,old,osm
ir-adib-boulevard-3,بلوار ادیب,old,osm
ir-w210941081,پیرسرا,colloquial,osm
ir-w210942877,خیابان سام,colloquial,osm
ir-mellat-3,Mellat,colloquial,osm
ir-azadi-square-21,میدان آزادی,colloquial,osm
ir-w211193820,میدان شهید چمران,colloquial,osm
ir-shahr-e-babak-harat-highway,بزرگراه شهربابک - هرات,spelling,osm
ir-emam-khomeini-8,ده متری,colloquial,osm
ir-sohrevardi-2,سهروردی,colloquial,osm
ir-w211957628,میدان دانشگاه,colloquial,osm
ir-moallem-square-14,فلکه گاز,colloquial,osm
ir-w212023815,میدان شهرداری,colloquial,osm
ir-w212023816,بلوار بهشتی,colloquial,osm
ir-w212271709,منگر,colloquial,osm
ir-w212300879,قهرمان - محمد رحیم مسکین,colloquial,osm
ir-w212301095,پشت باغ بهشت,colloquial,osm
ir-w212301413,ادهم همدانی,colloquial,osm
ir-w212301578,هدایت,colloquial,osm
ir-w212320655,انقلاب,colloquial,osm
ir-w212701599,دانشجو,colloquial,osm
ir-w214368869,فلکه طوطی,colloquial,osm
ir-tohid-square-5,فلکه الله,colloquial,osm
ir-w214369260,جهاد,colloquial,osm
ir-w215471353,میدان بهار,old,osm
ir-fazl-ibn-shazan-boulevard,فضل,colloquial,osm
ir-w215643985,۴۵ متری گلشهر,spelling,osm
ir-esteghlal-street-2,جاده یحیی آباد,colloquial,osm
ir-w216883999,میدان انقلاب,colloquial,osm
ir-w216884002,دره تخت - کمندان,colloquial,osm
ir-w216884011,میدان آزادگان,colloquial,osm
ir-w216894276,میدان آزادگان,colloquial,osm
ir-w216944934,پرتو,colloquial,osm
ir-w217399799,نخل,colloquial,osm
ir-w217585168,فرهمند,spelling,osm
ir-w217651879,آزادی۳۱,spelling,osm
ir-w217958938,میدان گلزار شهدا,colloquial,osm
ir-w218852514,بوعلی,colloquial,osm
ir-w219616483,میدان سوم خرداد,colloquial,osm
ir-w219693436,خیابان شهرام طلوعی,colloquial,osm
ir-w219703098,فلکه شهرداری,colloquial,osm
ir-w220110689,طالقانی,colloquial,osm
ir-w220110705,میدان گلدان,colloquial,osm
ir-tarbiat-street,خیابان تربیت,spelling,osm
ir-velayat-street,خیابان ولایت,spelling,osm
ir-ayatollah-ebadi-boulevard-4,خیابان خواجه ربیع,old,osm
ir-nahidi-boulevard-2,بلوار جشنواره,colloquial,osm
ir-w220881925,تسلیحات,colloquial,osm
ir-soheilian,شیرمرد,old,osm
ir-soheilian,سهیلیان,colloquial,osm
ir-w221653662,ترمینال,colloquial,osm
ir-w221799789,خیابان اوقاف,colloquial,osm
ir-w221962520,بلوار 60 متری,colloquial,osm
ir-haj-boulevard-3,بلوار مدیریت دولتی,colloquial,osm
ir-haj-boulevard-4,بلوار مدیریت دولتی,colloquial,osm
ir-w222173436,شهدای ۱۷,colloquial,osm
ir-w222251571,میدان کیو,colloquial,osm
ir-damavand-street-3,خیابان تهران نو,old,osm
ir-damavand-street-3,خیابان دماوند,spelling,osm
ir-north-sabalan-street-2,بهرامی,old,osm
ir-piroozi-street-2,فرح آباد,old,osm
ir-piroozi-street-3,فرح آباد,old,osm
ir-south-sohrevardi-street,فرح جنوبی,old,osm
ir-fattahi-brothers-street-2,طاووسی,old,osm
ir-w222758956,بهرامی,old,osm
ir-ali-asghar-ahmadi-riseh-street-2,چهارده متری لشکر,colloquial,osm
ir-bokharaee-street-2,خیابان خزانه,colloquial,osm
ir-fadaeiyan-eslam-10,رزم آرا,old,osm
ir-fadaeiyan-eslam-10,فدائیان اسلام,colloquial,osm
ir-imam-khomeini-street-12,خیابان دوازده برجی,colloquial,osm
ir-w223259418,پل صفوی,colloquial,osm
ir-w223261710,ساحلی غربی,colloquial,osm
ir-w223758662,میدان علامه محمد تقی ایوانکی,colloquial,osm
ir-w223758726,خیابان استخر,colloquial,osm
ir-imam-khomeini-square-14,فرامه,old,osm
ir-w224142111,ولیعصر,colloquial,osm
ir-w224142120,الغدیر,colloquial,osm
ir-w224142169,راه آهن,colloquial,osm
ir-w224142207,برادران حسینی,colloquial,osm
ir-w224142240,15 خرداد,colloquial,osm
ir-w224142344,45متری,colloquial,osm
ir-bahonar-street-6,خیابان نیاوران,old,osm
ir-pour-ebtehaj-street,خیابان دارآباد,old,osm
ir-pour-ebtehaj-street-2,خیابان دارآباد,old,osm
ir-w225691413,کوچه برنجی,old,osm
ir-w226130194,میدان خلیج فارس,colloquial,osm
ir-w226435674,ولیعصر ۱۲,colloquial,osm
ir-w228932239,دو چنار,old,osm
ir-w229069109,خیابان ساری,colloquial,osm
ir-w229292463,نسیم 8,colloquial,osm
ir-w229292563,نسیم 44,colloquial,osm
ir-w229292563,علامه شیخ محمد دشتی,colloquial,osm
ir-w229292652,دریا 4,colloquial,osm
ir-w229292737,شالیزار,colloquial,osm
ir-w229292741,میدان هاشمی زاده,colloquial,osm
ir-namaz-square-7,میدان آیت الله کریمی,colloquial,osm
ir-w229591365,بارو,old,osm
ir-w229603291,خیابان فخرآباد,old,osm
ir-qoddusi-street,خیابان قصر,old,osm
ir-qoddusi-street,عباس آباد,colloquial,osm
ir-rahimi-2,بلوار سیزده آبان,old,osm
ir-w229709509,جاده شهرکیان - بهرام آباد,colloquial,osm
ir-w229720786,عرفان ۵,old,osm
ir-shohada-square-23,میدان شهدا,colloquial,osm
ir-w229825496,میدان امام حسن مجتبی,colloquial,osm
ir-vahdat-square-2,میدان وحدت,colloquial,osm
ir-w229864435,میدان فرمانداری,colloquial,osm
ir-w230898673,شهید خوشخویی,colloquial,osm
ir-w231344874,میدان پیروزی,colloquial,osm
ir-w231373642,حمام سبزواری,colloquial,osm
ir-w231373644,فروردین,colloquial,osm
ir-w231373646,فلکه ژاندارمری,colloquial,osm
ir-w231385940,چهل و پنج متری,colloquial,osm
ir-w231464242,بلوار شهید سلیمانی,colloquial,osm
ir-w231464256,اصغر یوسفیان,old,osm
ir-moallem-boulevard-20,لوار کازینو,old,osm
ir-enghelab-square-13,میدان انقلاب,colloquial,osm
ir-tayyar-halakou,شهیدان طیار و هلاکو,spelling,osm
ir-w231800992,کاروان,colloquial,osm
ir-w231849297,فلکه ترمینال,spelling,osm
ir-w231849300,۱۷ شهریور غربی,colloquial,osm
ir-w231849308,شریعتی غربی,spelling,osm
ir-w231849311,خالد نبی,spelling,osm
ir-w231849315,شریعتی شرقی,spelling,osm
ir-w231849333,فرودگاه,spelling,osm
ir-w231849336,جنگلبان,colloquial,osm
ir-w232704598,فرعی ۲۴ - برهان,colloquial,osm
ir-w232704598,شهید بیغم,colloquial,osm
ir-w232817171,سیرجان - کرمان,colloquial,osm
ir-nategh-noori-2,زمرد,old,osm
ir-w233784988,بلوار توحید غربی,colloquial,osm
ir-w233785029,میدان مصلی,colloquial,osm
ir-w233785151,بلوار شهید چائی پز,colloquial,osm
ir-w233785282,بلوار شهید چائی پز,colloquial,osm
ir-w233785294,بسیج,colloquial,osm
ir-w233785316,میدان عاقلیه,colloquial,osm
ir-w233785454,حافظ,colloquial,osm
ir-w233785557,ارم,colloquial,osm
ir-w233785605,میدان قرقاول,colloquial,osm
ir-w233841051,بلوار جمهوری اسلامی,colloquial,osm
ir-w233905512,هجرت,spelling,osm
ir-elgoli-boulevard-shahgoli-boulevard-shahid-bakeri,جاده ائل گولی - جاده شاهگلی - شهید باکری,spelling,osm
ir-reza-abbasi-street,خیابان افضل,colloquial,osm
ir-reza-abbasi-street,خیابان استاد رضا عباسی,spelling,osm
ir-w234728743,میدان سنگ,colloquial,osm
ir-molla-habibollah-sharif-street,آیت الله مصطفوی,colloquial,osm
ir-resalat-street-4,منتظری,colloquial,osm
ir-w234730035,بلوکی نژاد,colloquial,osm
ir-22-bahman-boulevard-4,بلوار ۲۲ بهمن,spelling,osm
ir-afqree,16متری فرهنگیان,colloquial,osm
ir-w235304091,نرگس ۱۵,colloquial,osm
ir-w235314402,شهید زاده,colloquial,osm
ir-w235352930,فرشید صالح عربانی,colloquial,osm
ir-w236119827,میدان فجر,colloquial,osm
ir-ettehad-3,کوی رسالت,colloquial,osm
ir-w236455043,میدان جمهوری,colloquial,osm
ir-w236719831,اسد گولی,colloquial,osm
ir-behdari-roundabout,میدان ثارالله,colloquial,osm
ir-w237103212,رضوان,colloquial,osm
ir-w237268506,رضوان ۴,colloquial,osm
ir-w237521416,بلوار کوهستان,colloquial,osm
ir-shahid-rajayi-boulevard,یوسف آباد,colloquial,osm
ir-azadegan-highway-2,بزرگراه چایکنار,colloquial,osm
ir-rabeh-rashidi-overpass,پل هفت تیر,old,osm
ir-shariati-12,بلوار بهشتی,colloquial,osm
ir-w238050013,ابوذر,colloquial,osm
ir-w238163748,ابوذر,colloquial,osm
ir-shahid-beheshti-5,منصور,old,osm
ir-baharestan-19,شهید علی مقدم,colloquial,osm
ir-w238636421,گجیل,colloquial,osm
ir-w238911242,پل خشتی,colloquial,osm
ir-shams-e-tabrizi-3,دوه چی,colloquial,osm
ir-w239457687,بنافتی زاده 1,colloquial,osm
ir-w239463489,علامه جعفری 12,colloquial,osm
ir-w239467965,امام خمینی 64,colloquial,osm
ir-w239595485,میدان پاسگاه,colloquial,osm
ir-nasr-boulevard-3,بلوار نصر,spelling,osm
ir-west-shahid-motahari-st,احمدی غربی,old,osm
ir-west-shahid-motahari-st,خیابان شهید مطهری غربی,spelling,osm
ir-w239653625,بولوار هوشنگ مرادی کرمانی,colloquial,osm
ir-imam-hassan-mojtaba-blvd,بلوار امام حسن مجتبی,spelling,osm
ir-zoghalsang-boulevard,بلوار ایثار,colloquial,osm
ir-w240042538,شهید لطفی نژاد,colloquial,osm
ir-gomnam-square-3,یخسازی,colloquial,osm
ir-gomnam-square-4,یخسازی,colloquial,osm
ir-shohadaye-salamat,سردار جنگل,old,osm
ir-shohadaye-salamat-2,سردار جنگل,old,osm
ir-w240136099,بیستون,colloquial,osm
ir-taleghani-avenue-2,بیستون,colloquial,osm
ir-w240136105,پرستار,colloquial,osm
ir-w240136106,رزمندگان اسلام,colloquial,osm
ir-pasdaran-16,پل عراق,colloquial,osm
ir-w240136130,پرستار ۴,colloquial,osm
ir-w240136199,میدان بسیج,colloquial,osm
ir-w240858796,استاد مشفق کاشانی,colloquial,osm
ir-w240883679,سی متری جی,colloquial,osm
ir-w240899473,یاس,colloquial,osm
ir-w241521125,انزلی - خمام,colloquial,osm
ir-martyr-navvab-safavi-blvd,بلوار شهید نواب صفوی,spelling,osm
ir-najafi-blvd,بلوار آیت الله نجفی,spelling,osm
ir-port-blvd,بلوار اطبا,colloquial,osm
ir-port-blvd,بلوار بندر,spelling,osm
ir-port-blvd-2,بلوار اطبا,colloquial,osm
ir-port-blvd-2,بلوار بندر,spelling,osm
ir-shora-bridge,پل پیل علی باغ,old,osm
ir-shora-bridge-2,پل پیل علی باغ,old,osm
ir-alireza-foumani-sq,میدان نخل,colloquial,osm
ir-alireza-foumani-sq,میدان علیرضا فومنی,spelling,osm
ir-martyr-khodadadi-sq,میدان شهید خدادادی,spelling,osm
ir-october-15th-martyrs-st,میدان شهدای ۲۳ مهر,spelling,osm
ir-naji-sq,میدان ناجی,spelling,osm
ir-hassan-bahar-st,آذربایجان,old,osm
ir-akhare-khat-st,شهدای شمالی,colloquial,osm
ir-w241691747,ورزش,colloquial,osm
ir-najafi-blvd-2,بلوار آیت الله نجفی,spelling,osm
ir-martyr-navvab-safavi-blvd-2,بلوار شهید نواب صفوی,spelling,osm
ir-imam-reza-blvd-2,بلوار امام رضا,spelling,osm
ir-imam-reza-blvd-3,بلوار امام رضا,spelling,osm
ir-w241691812,خلخال,colloquial,osm
ir-w241691821,تهران,colloquial,osm
ir-w241691833,خیابان همایون,colloquial,osm
ir-health-martyrs-st,شهدای جنوبی,colloquial,osm
ir-health-martyrs-st-2,شهدای جنوبی,colloquial,osm
ir-w241751335,میدان شهید ابومهدی المهندس,colloquial,osm
ir-w241932706,میدان کشاورز,colloquial,osm
ir-kharazmi-boulevard,بلوار خوارزمی,colloquial,osm
ir-niyayesh-dampezeshki-2,بزرگراه شهید نجاتی,colloquial,osm
ir-w242696031,دکتر مزارعی,colloquial,osm
ir-w242699861,35 متری لاله,colloquial,osm
ir-w242822063,شقایق,colloquial,osm
